,SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,STANDING_REACH_FT_IN,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS
18,2018,1628979,Trevon,Duval,Trevon Duval,PG,73.5,191,80.25,97.5,8' 1.5'',34.0,41.5,10.93,3.18,6.0
19,2018,1629035,Carsen,Edwards,Carsen Edwards,PG,70.75,195.6,78.25,94.5,7' 10.5'',28.5,34.5,11.59,3.2,12.0
21,2018,1628980,Jacob,Evans,Jacob Evans,SG-SF,76.25,199.6,81.25,102.5,8' 6.5'',28.0,35.5,11.11,3.2,8.0
22,2018,1628981,Bruno,Fernando,Bruno Fernando,C,80.75,233.2,88.25,109.0,9' 1'',29.0,35.0,12.19,3.23,11.0
23,2018,1628982,Melvin,Frazier,Melvin Frazier,SF-SG,76.5,198.2,85.75,105.0,8' 9'',31.0,40.5,11.24,3.08,0.0
25,2018,1628984,Devonte,Graham,Devonte Graham,PG,72.25,186.4,78.25,96.0,8' 0'',31.0,37.0,11.28,3.21,14.0
27,2018,1628985,Devon,Hall,Devon Hall,SG,76.25,206.4,79.75,102.0,8' 6'',25.0,31.0,10.95,3.27,6.0
28,2018,1628986,Jaylen,Hands,Jaylen Hands,PG,73.5,179,77.5,98.0,8' 2'',31.5,39.5,12.11,3.13,6.0
29,2018,1628987,Kevin,Hervey,Kevin Hervey,PF,78.5,211.6,87.5,107.0,8' 11'',27.5,32.0,11.28,3.36,4.0
31,2018,1628989,Kevin,Huerter,Kevin Huerter,SG,78.25,194,79.5,101.5,8' 5.5'',31.0,38.0,10.89,3.09,9.0
34,2018,1628993,Alize,Johnson,Alize Johnson,PF,79.25,216.6,80.75,103.0,8' 7'',25.0,31.0,11.83,3.38,8.0
35,2018,1628994,George,King,George King,SF-SG,76.75,218.6,83.5,101.5,8' 5.5'',31.0,39.0,10.75,3.29,15.0
37,2018,1628996,Sagaba,Konate,Sagaba Konate,C,78.5,246,84.0,106.5,8' 10.5'',31.5,35.0,12.28,3.28,12.0
38,2018,1628997,Caleb,Martin,Caleb Martin,SF-SG,76.75,195.8,82.0,101.5,8' 5.5'',29.0,36.5,10.43,3.26,6.0
39,2018,1628998,Cody,Martin,Cody Martin,SG-SF,76.75,188.6,82.25,102.5,8' 6.5'',29.0,36.5,10.64,3.09,4.0
40,2018,1628999,Yante,Maten,Yante Maten,PF-C,79.25,246.2,84.5,107.5,8' 11.5'',27.0,31.5,11.35,3.17,18.0
41,2018,1629000,Brandon,McCoy,Brandon McCoy,C,83.5,250.4,86.0,110.5,9' 2.5'',27.5,32.0,11.77,3.23,9.0
42,2018,1629001,DeAnthony,Melton,DeAnthony Melton,SG-PG,74.25,193.2,80.5,99.5,8' 3.5'',31.0,36.5,11.48,3.23,1.0
43,2018,1629002,Chimezie,Metu,Chimezie Metu,PF-C,80.5,219.6,84.5,108.0,9' 0'',29.5,36.0,11.89,3.33,5.0
44,2018,1629003,Shake,Milton,Shake Milton,SG-PG,76.5,207.2,84.75,99.5,8' 3.5'',30.0,33.0,11.07,3.25,2.0
45,2018,1629004,Sviatoslav,Mykhailiuk,Sviatoslav Mykhailiuk,SG-SF,78.5,211.6,76.75,100.0,8' 4'',30.5,37.0,11.25,3.15,4.0
47,2018,1629006,Josh,Okogie,Josh Okogie,SG,75.0,210.8,84.0,102.0,8' 6'',33.0,42.0,11.08,3.04,12.0
48,2018,1629033,Theo,Pinson,Theo Pinson,SG-SF,77.0,211.2,82.75,103.5,8' 7.5'',27.0,34.0,11.53,3.22,7.0
49,2018,1629007,Jontay,Porter,Jontay Porter,C-PF,82.0,236,84.25,109.0,9' 1'',25.5,31.0,11.9,3.4,9.0
51,2018,1629009,Billy,Preston,Billy Preston,PF,80.75,222.4,86.0,108.0,9' 0'',25.0,33.0,11.26,3.2,0.0
54,2018,1629013,Landry,Shamet,Landry Shamet,PG,76.0,188.6,78.75,100.0,8' 4'',31.0,39.5,11.26,3.11,8.0
55,2018,1629014,Anfernee,Simons,Anfernee Simons,SG-PG,74.25,183.2,81.25,99.5,8' 3.5'',32.0,41.5,11.27,3.1,1.0
56,2018,1629015,Zhaire,Smith,Zhaire Smith,SF-SG,74.75,198.6,81.75,100.0,8' 4'',33.0,41.5,11.02,3.05,10.0
57,2018,1629034,Ray,Spalding,Ray Spalding,PF,81.0,215.4,88.75,109.0,9' 1'',26.0,32.0,11.48,3.34,12.0
58,2018,1629016,Omari,Spellman,Omari Spellman,PF-C,80.0,253.8,86.0,107.5,8' 11.5'',28.5,35.5,12.28,3.38,8.0
59,2018,1629017,Khyri,Thomas,Khyri Thomas,SG,74.5,198.8,82.5,101.0,8' 5'',30.0,35.0,10.96,3.18,14.0
60,2018,1629018,Gary,Trent,Gary Trent,SG,76.25,204.2,80.75,98.0,8' 2'',33.5,39.5,11.37,3.12,12.0
61,2018,1629019,Allonzo,Trier,Allonzo Trier,SG,75.75,198,78.75,98.0,8' 2'',32.0,40.0,11.02,3.14,11.0
62,2018,1629021,Moritz,Wagner,Moritz Wagner,C-PF,82.5,241.4,84.0,108.0,9' 0'',27.0,34.0,11.48,3.18,8.0
63,2018,1629022,Lonnie,Walker,Lonnie Walker,SG,75.75,196.2,82.25,99.5,8' 3.5'',31.5,40.0,10.87,3.06,12.0
64,2018,1629023,PJ,Washington,PJ Washington,PF,78.5,223,86.5,107.0,8' 11'',27.0,34.0,11.39,3.2,3.0
65,2018,1629024,Austin,Wiley,Austin Wiley,C,80.25,249.4,89.0,111.0,9' 3'',28.0,33.5,12.79,3.3,14.0
66,2018,1629025,Kris,Wilkes,Kris Wilkes,SF,78.5,205,82.25,103.5,8' 7.5'',28.0,35.5,11.29,3.24,1.0
67,2018,1629026,Kenrich,Williams,Kenrich Williams,SF,78.0,200.4,79.25,103.5,8' 7.5'',28.0,33.0,10.86,3.19,14.0
2,2019,1629646,Charles,Bassey,Charles Bassey,C,80.75,239,87.5,109.5,9' 1.5'',29.0,33.0,12.65,3.53,7.0
3,2019,1629647,Darius,Bazley,Darius Bazley,PF,79.75,208.4,84.0,107.0,8' 11'',30.5,37.0,11.09,3.27,4.0
5,2019,1629648,Jordan,Bone,Jordan Bone,SG,73.5,179,75.25,95.0,7' 11'',36.0,42.5,9.97,3.08,7.0
6,2019,1628968,Brian,Bowen II,Brian Bowen II,SF,78.25,200,82.0,103.0,8' 7'',32.0,35.5,10.98,3.26,1.0
7,2019,1629065,Ky,Bowman,Ky Bowman,PG,73.0,181.2,79.0,98.0,8' 2'',27.5,33.0,11.11,3.26,4.0
8,2019,1629649,Ignas,Brazdeikis,Ignas Brazdeikis,SF,77.75,220.8,81.25,102.0,8' 6'',31.0,36.5,11.06,3.36,13.0
9,2019,1629052,O'Shae,Brissett,O'Shae Brissett,SF-PF,79.0,203.2,84.0,104.0,8' 8'',34.0,37.5,11.3,3.48,11.0
11,2019,1629634,Brandon,Clarke,Brandon Clarke,SF,79.25,207.2,80.25,102.0,8' 6'',34.0,40.5,10.61,3.15,10.0
12,2019,1629651,Nicolas,Claxton,Nicolas Claxton,C,82.0,216.6,86.5,110.0,9' 2'',31.5,36.5,11.26,3.36,8.0
13,2019,1629076,Tyler,Cook,Tyler Cook,PF,79.25,245.4,84.5,106.5,8' 10.5'',27.5,32.0,11.32,3.28,11.0
15,2019,1629056,Terence,Davis,Terence Davis,SG,75.0,192.4,80.75,101.0,8' 5'',29.5,34.0,10.69,3.28,13.0
16,2019,1629652,Luguentz,Dort,Luguentz Dort,PG,74.75,222.2,80.5,99.5,8' 3.5'',32.5,38.0,10.79,3.22,14.0
17,2019,1629653,Devon,Dotson,Devon Dotson,PG,72.0,178.6,75.25,95.5,7' 11.5'',30.0,38.5,10.63,3.04,7.0
18,2019,1629654,Carsen,Edwards,Carsen Edwards,PG,70.75,199.4,78.0,94.5,7' 10.5'',28.5,34.0,10.53,3.22,14.0
19,2019,1629605,Tacko,Fall,Tacko Fall,C,89.25,288.8,98.25,122.5,10' 2.5'',22.0,26.5,13.01,3.78,8.0
20,2019,1628981,Bruno,Fernando,Bruno Fernando,C,80.75,237,87.25,110.0,9' 2'',29.5,33.5,11.29,3.21,13.0
21,2019,1629655,Daniel,Gafford,Daniel Gafford,PF,81.25,237.6,86.5,110.0,9' 2'',32.5,36.5,11.61,3.25,5.0
23,2019,1629656,Quentin,Grimes,Quentin Grimes,SG,76.0,209.6,79.75,100.5,8' 4.5'',27.5,36.0,10.83,3.2,6.0
24,2019,1629657,Kyle,Guy,Kyle Guy,SG,72.75,167.8,76.5,95.5,7' 11.5'',30.5,36.5,10.48,3.27,4.0
25,2019,1628986,Jaylen,Hands,Jaylen Hands,PG,73.5,180.4,77.5,97.0,8' 1'',33.0,41.5,10.73,3.12,6.0
26,2019,1629607,Jared,Harper,Jared Harper,PG,69.75,169.2,77.5,94.0,7' 10'',33.5,40.5,10.77,3.04,8.0
27,2019,1629637,Jaxson,Hayes,Jaxson Hayes,PF,82.25,218.6,87.5,110.5,9' 2.5'',27.0,34.5,11.74,3.37,5.0
28,2019,1629608,Dewan,Hernandez,Dewan Hernandez,C,81.0,232.8,85.75,107.0,8' 11'',30.5,35.5,11.46,3.28,13.0
30,2019,1629658,Jalen,Hoard,Jalen Hoard,PF,79.25,212.6,84.75,105.5,8' 9.5'',27.5,35.5,11.44,3.34,8.0
31,2019,1629659,Talen,Horton-Tucker,Talen Horton-Tucker,SG,74.5,235.4,85.25,103.0,8' 7'',26.0,34.5,11.34,3.34,10.0
34,2019,1629660,Ty,Jerome,Ty Jerome,PG,76.25,194.4,76.0,98.0,8' 2'',26.0,31.5,11.21,3.4,2.0
37,2019,1629662,Mfiondu,Kabengele,Mfiondu Kabengele,PF,80.75,256.2,87.0,109.5,9' 1.5'',28.0,35.5,11.21,3.25,6.0
38,2019,1629663,Louis,King,Louis King,SF,78.75,195.2,84.25,104.5,8' 8.5'',29.0,33.0,10.99,3.28,0.0
40,2019,1629664,Dedric,Lawson,Dedric Lawson,PF,79.0,233,86.25,107.5,8' 11.5'',23.5,26.0,11.8,3.6,10.0
41,2019,1629665,Jalen,Lecque,Jalen Lecque,PG,74.5,185.2,80.5,98.5,8' 2.5'',35.0,43.0,11.09,3.29,1.0
42,2019,1629642,Nassir,Little,Nassir Little,SF,76.5,224.2,85.25,104.5,8' 8.5'',31.0,38.5,12.15,3.24,5.0
43,2019,1629611,Terance,Mann,Terance Mann,SG-SF,76.75,204.6,79.75,101.0,8' 5'',32.5,38.5,11.51,3.3,6.0
44,2019,1628998,Cody,Martin,Cody Martin,PG-SG,76.75,192.2,82.25,102.5,8' 6.5'',28.0,35.5,10.44,3.32,7.0
45,2019,1629666,Charles,Matthews,Charles Matthews,SG,77.0,194.8,81.5,103.0,8' 7'',29.5,37.5,11.26,3.38,9.0
46,2019,1629667,Jalen,McDaniels,Jalen McDaniels,SF,80.25,191.6,84.25,105.5,8' 9.5'',29.5,33.5,11.54,3.32,0.0
49,2019,1629669,Jaylen,Nowell,Jaylen Nowell,SG,75.25,202.4,79.25,98.0,8' 2'',32.0,38.5,10.76,3.23,2.0
52,2019,1629644,KZ,Okpala,KZ Okpala,SF,79.25,209.6,85.75,106.5,8' 10.5'',30.5,37.0,10.88,3.38,9.0
53,2019,1629671,Miye,Oni,Miye Oni,SG,76.25,205.6,82.75,100.5,8' 4.5'',30.5,38.5,11.71,3.17,19.0
54,2019,1629672,Eric,Paschall,Eric Paschall,SF,78.0,254.4,87.75,103.5,8' 7.5'',33.0,38.0,11.63,3.3,18.0
55,2019,1629617,Reggie,Perry,Reggie Perry,SF-PF,80.0,250.8,84.5,106.0,8' 10'',28.5,31.5,12.46,3.3,15.0
56,2019,1629044,Shamorie,Ponds,Shamorie Ponds,PG,71.5,180,75.5,96.5,8' 0.5'',29.0,37.0,11.01,3.2,0.0
59,2019,1629645,Kevin,Porter Jr.,Kevin Porter Jr.,SG,76.0,212.6,81.0,103.0,8' 7'',27.0,34.0,10.82,3.14,2.0
60,2019,1629674,Neemias,Queta,Neemias Queta,C,82.75,225.8,88.25,111.5,9' 3.5'',24.0,32.5,12.04,3.73,1.0
62,2019,1629675,Naz,Reid,Naz Reid,PF,80.25,255.8,87.25,109.0,9' 1'',26.0,32.5,12.03,3.42,3.0
63,2019,1629676,Isaiah,Roby,Isaiah Roby,PF,79.25,214,85.0,106.0,8' 10'',32.5,35.5,10.63,3.25,9.0
64,2019,1629677,Luka,Samanic,Luka Samanic,PF,81.5,227.2,82.5,107.0,8' 11'',27.0,38.0,11.01,3.27,7.0
65,2019,1629678,Admiral,Schofield,Admiral Schofield,SF,76.0,240.6,81.75,102.5,8' 6.5'',30.0,34.0,10.77,3.37,15.0
66,2019,1629621,Marial,Shayok,Marial Shayok,SF-PF,76.5,196.8,84.25,103.5,8' 7.5'',29.5,36.5,11.16,3.37,9.0
67,2019,1629679,Simisola,Shittu,Simisola Shittu,PF,80.5,227.2,85.25,106.0,8' 10'',27.0,35.5,11.85,3.3,11.0
70,2019,1629682,Tremont,Waters,Tremont Waters,PG,69.5,172.4,74.25,93.5,7' 9.5'',30.5,40.5,10.76,3.07,5.0
73,2019,1629025,Kris,Wilkes,Kris Wilkes,SF,78.25,208.8,82.75,103.0,8' 7'',27.5,35.0,10.39,3.34,4.0
74,2019,1629684,Grant,Williams,Grant Williams,PF,77.75,240.2,81.75,104.5,8' 8.5'',26.0,31.5,10.83,3.33,20.0
76,2019,1629685,Dylan,Windler,Dylan Windler,SF,78.25,195.8,82.0,104.5,8' 8.5'',29.0,37.5,10.7,3.3,8.0
