,SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,STANDING_REACH_FT_IN,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS
50,2005,200829,Ivan,McFarlin,Ivan McFarlin,PF,77.5,228.6,81.0,105.5,8' 9.5'',26.5,32.0,10.64,3.27,10.0
51,2005,12115,Juan,Mendez,Juan Mendez,PF-SF,77.25,231.4,84.0,106.5,8' 10.5'',29.0,33.0,11.7,3.24,14.0
52,2005,101223,Aaron,Miles,Aaron Miles,PG,72.0,174.6,75.5,94.0,7' 10'',32.0,37.5,10.69,3.22,7.0
53,2005,12116,Ellis,Myles,Ellis Myles,PF,78.0,255.2,81.75,105.5,8' 9.5'',26.0,28.5,12.8,3.42,15.0
54,2005,12117,Larry,O'Bannon,Larry O'Bannon,SG,75.0,196,78.0,99.5,8' 3.5'',31.5,36.5,11.44,3.18,17.0
55,2005,12118,Drago,Pasalic,Drago Pasalic,SF-PF,81.5,238.8,83.75,108.5,9' 0.5'',25.0,30.5,12.12,3.48,11.0
56,2005,101108,Chris,Paul,Chris Paul,PG,71.75,178,76.25,93.0,7' 9'',32.0,38.0,11.09,3.22,10.0
58,2005,201225,Carlos,Powell,Carlos Powell,SF-PF,77.25,221.8,82.75,105.0,8' 9'',27.5,34.5,11.54,3.21,12.0
60,2005,101179,Ronnie,Price,Ronnie Price,PG,72.75,184.8,77.5,96.5,8' 0.5'',31.5,39.0,10.49,3.29,11.0
61,2005,101194,Anthony,Roberson,Anthony Roberson,PG,72.75,178.8,74.75,95.0,7' 11'',31.5,37.0,11.17,3.19,14.0
62,2005,201575,Brandon,Rush,Brandon Rush,SG-SF,77.0,211.4,83.25,104.5,8' 8.5'',32.5,35.0,11.33,3.31,0.0
63,2005,101195,Luke,Schenscher,Luke Schenscher,C,83.75,241.6,89.0,111.5,9' 3.5'',23.5,26.5,12.4,3.47,1.0
64,2005,101134,Wayne,Simien,Wayne Simien,PF,79.25,255.8,84.0,107.0,8' 11'',27.0,27.5,11.05,3.35,11.0
65,2005,12120,Tre,Simmons,Tre Simmons,SG-SF,76.0,194.2,79.5,102.5,8' 6.5'',27.0,31.5,10.8,3.18,3.0
66,2005,12121,David,Simon,David Simon,C-PF,80.0,258.8,87.5,108.0,9' 0'',28.0,33.0,11.98,3.44,18.0
67,2005,101147,Chris,Taft,Chris Taft,PF,80.5,261,85.75,109.0,9' 1'',28.5,33.0,11.26,3.27,14.0
68,2005,12122,Chris,Thomas,Chris Thomas,PG,71.75,176.2,75.0,95.0,7' 11'',28.5,34.0,10.84,3.33,14.0
69,2005,12119,Omar,Thomas,Omar Thomas,SF-SG,75.25,200,80.0,102.0,8' 6'',25.0,29.5,11.11,3.27,6.0
71,2005,101142,Ronny,Turiaf,Ronny Turiaf,PF,80.0,237.8,85.5,106.5,8' 10.5'',30.5,33.0,11.5,3.23,15.0
72,2005,101111,Charlie,Villanueva,Charlie Villanueva,PF-SF,81.0,236.6,84.25,109.0,9' 1'',26.0,31.0,10.86,3.3,11.0
74,2005,101110,Martell,Webster,Martell Webster,SF,78.0,229.6,83.0,106.0,8' 10'',28.0,30.5,11.39,3.39,7.0
75,2005,101156,Robert,Whaley,Robert Whaley,PF-C,80.0,269.4,86.0,108.0,9' 0'',28.5,33.5,12.11,3.25,15.0
76,2005,101107,Marvin,Williams,Marvin Williams,PF-SF,79.0,228.2,87.5,108.0,9' 0'',29.5,35.0,11.11,3.17,12.0
77,2005,101114,Deron,Williams,Deron Williams,PG,73.75,202.4,78.25,98.0,8' 2'',30.0,35.0,10.83,3.25,15.0
78,2005,101214,Jawad,Williams,Jawad Williams,SF,79.0,218,85.25,106.5,8' 10.5'',28.0,34.0,11.39,3.23,15.0
79,2005,101120,Antoine,Wright,Antoine Wright,SF-SG,77.25,202.6,80.75,104.5,8' 8.5'',26.5,29.5,11.45,3.41,12.0
80,2005,101152,Bracey,Wright,Bracey Wright,SG-PG,73.25,186.8,82.0,100.5,8' 4.5'',30.0,36.0,11.58,3.27,8.0
0,2006,12123,Kenny,Adeleke,Kenny Adeleke,PF-C,78.5,250,82.25,104.0,8' 8'',28.5,30.5,11.57,3.47,26.0
1,2006,200772,Maurice,Ager,Maurice Ager,SG-PG,75.25,203,79.75,101.5,8' 5.5'',29.5,35.0,11.73,3.22,11.0
2,2006,200746,LaMarcus,Aldridge,LaMarcus Aldridge,PF-C,82.0,234,88.75,110.0,9' 2'',26.5,34.0,12.02,3.43,8.0
3,2006,201165,Morris,Almond,Morris Almond,SG-SF,76.75,214,82.0,102.5,8' 6.5'',31.0,35.5,11.45,3.19,13.0
4,2006,200811,Lou,Amundson,Lou Amundson,PF,79.2,221,83.5,103.5,8' 7.5'',32.0,35.5,10.58,3.2,14.0
5,2006,202151,Rashad,Anderson,Rashad Anderson,SG,75.25,224,79.0,100.0,8' 4'',27.5,32.5,11.77,3.48,13.0
6,2006,200756,Hilton,Armstrong,Hilton Armstrong,C-PF,81.5,240,88.0,109.0,9' 1'',28.5,31.5,12.28,3.53,13.0
7,2006,200788,James,Augustine,James Augustine,PF,80.25,227,84.25,104.0,8' 8'',30.0,32.5,10.54,3.25,13.0
8,2006,200764,Renaldo,Balkman,Renaldo Balkman,SF-PF,77.25,206,85.0,104.5,8' 8.5'',30.5,35.0,11.58,3.22,9.0
9,2006,12124,J.P.,Batista,J.P. Batista,PF,79.5,265,82.0,103.5,8' 7.5'',26.0,30.5,11.62,3.38,26.0
10,2006,200807,Will,Blalock,Will Blalock,PG,71.25,194,78.0,96.5,8' 0.5'',35.0,40.0,11.08,3.18,8.0
11,2006,200847,Brandon,Bowman,Brandon Bowman,SF,78.75,209,83.5,103.0,8' 7'',31.0,34.0,11.41,3.31,24.0
12,2006,200758,Ronnie,Brewer,Ronnie Brewer,SG-PG,77.75,223,83.25,103.5,8' 7.5'',35.0,41.0,11.32,3.14,19.0
13,2006,200787,Denham,Brown,Denham Brown,SG-SF,76.0,218,81.5,102.5,8' 6.5'',28.0,34.5,11.42,3.25,12.0
14,2006,12125,Brad,Buckman,Brad Buckman,PF,79.25,238,84.0,107.5,8' 11.5'',25.5,30.5,12.26,3.54,10.0
15,2006,12126,Nik,Caner-Medley,Nik Caner-Medley,SF,78.5,234,81.0,103.0,8' 7'',28.5,35.5,10.57,3.21,17.0
16,2006,200760,Rodney,Carney,Rodney Carney,SG-SF,76.5,204,82.0,103.5,8' 7.5'',32.0,38.5,10.57,3.06,10.0
17,2006,12127,Keydren,Clark,Keydren Clark,PG,69.0,184,74.5,92.5,7' 8.5'',31.0,34.0,11.03,3.11,13.0
18,2006,200776,Mardy,Collins,Mardy Collins,PG-SG,76.25,224,82.0,103.0,8' 7'',31.5,37.5,12.0,3.27,9.0
19,2006,12128,Taquan,Dean,Taquan Dean,SG-PG,74.0,183,78.75,98.0,8' 2'',30.5,34.5,10.53,3.2,16.0
20,2006,12129,Terence,Dials,Terence Dials,PF-C,79.75,253,84.0,106.0,8' 10'',26.5,30.0,11.54,3.5,16.0
21,2006,12130,Sean,Dockery,Sean Dockery,PG-SG,72.75,182,76.5,95.5,7' 11.5'',29.0,33.0,10.88,3.34,4.0
22,2006,200770,Jordan,Farmar,Jordan Farmar,PG,72.75,171,75.0,94.5,7' 10.5'',33.5,42.0,11.07,3.17,11.0
23,2006,200751,Randy,Foye,Randy Foye,SG-PG,74.25,212,78.25,97.0,8' 1'',32.0,38.0,10.53,3.23,14.0
24,2006,12185,Torin,Francis,Torin Francis,PF-C,81.0,247,85.0,105.5,8' 9.5'',26.5,32.0,11.97,3.51,9.0
25,2006,200752,Rudy,Gay,Rudy Gay,SF-PF,79.0,222,87.0,107.5,8' 11.5'',33.0,40.5,11.03,3.32,9.0
26,2006,12186,Nick,George,Nick George,SF-SG,76.0,201,82.0,103.0,8' 7'',30.5,38.0,11.69,3.25,14.0
27,2006,12187,Taj,Gray,Taj Gray,PF-SF,79.25,231,84.75,107.0,8' 11'',28.5,33.0,11.02,3.45,10.0
28,2006,12188,Dan,Grunfeld,Dan Grunfeld,SF-SG,76.75,216,78.25,99.0,8' 3'',28.0,33.5,11.3,3.46,16.0
29,2006,12189,Matt,Haryasz,Matt Haryasz,PF-C,81.75,219,84.25,107.5,8' 11.5'',27.5,31.5,11.34,3.46,10.0
30,2006,12190,Eric,Hicks,Eric Hicks,PF,76.75,238,85.5,105.5,8' 9.5'',30.0,34.0,12.06,3.34,20.0
31,2006,12191,Tedric,Hill,Tedric Hill,SF-PF,79.75,236,85.0,107.0,8' 11'',30.0,36.5,12.23,3.24,1.0
32,2006,200812,Daniel,Horton,Daniel Horton,PG-SG,72.5,198,79.0,96.5,8' 0.5'',30.0,36.5,10.35,3.16,17.0
33,2006,200784,Bobby,Jones,Bobby Jones,SF-SG,77.75,211,81.5,101.5,8' 5.5'',28.5,34.5,11.23,3.28,15.0
34,2006,200780,Solomon,Jones,Solomon Jones,PF-C,80.5,224,88.75,109.0,9' 1'',32.0,39.0,11.27,3.3,6.0
35,2006,12192,Viktor,Keyru,Viktor Keyru,SG-PG,77.25,202,81.25,104.0,8' 8'',29.0,34.5,11.4,3.24,11.0
36,2006,12193,Marco,Killingsworth,Marco Killingsworth,PF,77.5,266,87.0,104.0,8' 8'',28.0,32.0,11.42,3.34,13.0
37,2006,200814,Tarence,Kinsey,Tarence Kinsey,SF-SG,76.75,179,78.75,100.5,8' 4.5'',29.0,35.5,10.67,3.3,5.0
38,2006,12194,Carl,Krauser,Carl Krauser,PG,71.75,190,78.25,97.0,8' 1'',26.0,31.0,11.62,3.38,8.0
39,2006,200840,Chris,McCray,Chris McCray,SG,75.0,187,77.75,96.5,8' 0.5'',30.5,39.0,11.46,3.34,1.0
40,2006,201019,Gerry,McNamara,Gerry McNamara,PG-SG,71.75,177,72.75,92.5,7' 8.5'',27.0,32.0,11.28,3.4,3.0
41,2006,200822,Pops,Mensah-Bonsu,Pops Mensah-Bonsu,PF-C,79.5,232,84.0,105.5,8' 9.5'',31.5,36.0,11.47,3.29,19.0
42,2006,200859,Paul,Miller,Paul Miller,PF-C,80.5,251,84.0,101.5,8' 5.5'',29.0,35.5,12.25,3.66,25.0
43,2006,200794,Paul,Millsap,Paul Millsap,PF,78.25,258,85.5,105.5,8' 9.5'',28.5,32.5,11.67,3.3,15.0
44,2006,201383,Dwayne,Mitchell,Dwayne Mitchell,SG-SF,74.0,208,78.5,98.5,8' 2.5'',37.5,41.5,11.45,3.16,17.0
45,2006,200747,Adam,Morrison,Adam Morrison,SF,78.5,198,82.0,105.0,8' 9'',25.5,30.5,11.46,3.37,11.0
46,2006,12195,Yemi,Nicholson,Yemi Nicholson,PF-C,79.75,258,88.25,107.0,8' 11'',26.5,26.0,12.57,3.65,8.0
47,2006,200786,David,Noel,David Noel,SF-SG,76.5,223,81.5,100.0,8' 4'',34.5,38.5,10.54,3.07,20.0
48,2006,200779,Steve,Novak,Steve Novak,SF,80.0,216,81.5,103.0,8' 7'',24.5,31.0,11.11,3.37,5.0
49,2006,200753,Patrick,O'Bryant,Patrick O'Bryant,C,83.0,249,89.75,113.0,9' 5'',26.5,30.0,12.68,3.63,13.0
50,2006,12196,Danilo,Pinnock,Danilo Pinnock,PG-SG,74.75,204,79.5,100.5,8' 4.5'',29.5,35.5,11.91,3.08,7.0
51,2006,200809,Chris,Quinn,Chris Quinn,PG-SG,72.5,175,77.0,94.0,7' 10'',32.0,37.0,11.25,3.25,7.0
52,2006,200810,Allan,Ray,Allan Ray,SG,73.0,204,80.5,99.5,8' 3.5'',28.5,35.5,11.01,3.2,9.0
53,2006,200755,JJ,Redick,JJ Redick,SG,76.0,190,75.25,97.5,8' 1.5'',27.5,33.0,10.94,3.29,6.0
54,2006,201015,Antywane,Robinson,Antywane Robinson,SF-PF,78.25,217,86.5,105.5,8' 9.5'',29.0,32.5,11.73,3.4,12.0
55,2006,200750,Brandon,Roy,Brandon Roy,SG-SF,77.25,207,80.0,101.0,8' 5'',34.0,40.5,11.13,3.27,6.0
56,2006,-1,Blake,Schilb,Blake Schilb,PG-SG,77.25,209,80.75,102.0,8' 6'',28.5,34.5,11.25,3.43,13.0
57,2006,200754,Mouhamed,Sene,Mouhamed Sene,C,83.0,237,92.5,113.0,9' 5'',28.5,31.0,12.52,3.38,7.0
58,2006,200759,Cedric,Simmons,Cedric Simmons,PF-C,80.25,223,88.25,108.5,9' 0.5'',30.5,35.0,11.05,3.31,15.0
59,2006,201201,Marcus,Slaughter,Marcus Slaughter,PF-SF,79.0,220,83.5,104.5,8' 8.5'',30.0,34.0,11.56,3.4,9.0
61,2006,200848,Steven,Smith,Steven Smith,SF-PF,79.5,238,84.5,104.0,8' 8'',29.5,34.5,12.08,3.4,15.0
62,2006,23033,Michael,Southhall,Michael Southhall,C,81.5,241,88.25,107.5,8' 11.5'',31.5,37.0,12.29,3.51,2.0
64,2006,201028,Curtis,Stinson,Curtis Stinson,SG,73.75,208,77.0,97.5,8' 1.5'',28.0,31.5,10.95,3.27,17.0
65,2006,200748,Tyrus,Thomas,Tyrus Thomas,PF-SF,79.25,217,87.0,108.0,9' 0'',34.0,39.5,11.36,3.2,8.0
66,2006,12200,Joah,Tucker,Joah Tucker,SF-SG,75.75,224,78.5,99.5,8' 3.5'',29.0,34.0,11.58,3.31,19.0
67,2006,12201,Ian,Vouyoukas,Ian Vouyoukas,C-PF,80.5,267,84.75,108.5,9' 0.5'',23.0,28.0,13.7,3.72,8.0
68,2006,200827,Darius,Washington,Darius Washington,PG,71.5,195,76.0,96.0,8' 0'',29.0,37.5,10.71,3.26,9.0
69,2006,201228,CJ,Watson,CJ Watson,PG,72.5,171,78.0,96.0,8' 0'',31.5,34.0,11.61,3.15,12.0
70,2006,200766,Marcus,Williams,Marcus Williams,PG,74.0,215,79.0,97.5,8' 1.5'',24.5,28.0,11.3,3.4,4.0
72,2006,200818,Justin,Williams,Justin Williams,C-PF,79.25,211,85.5,109.0,9' 1'',26.5,31.5,11.9,3.31,7.0
73,2006,200749,Shelden,Williams,Shelden Williams,PF-C,79.5,258,88.25,104.0,8' 8'',29.0,33.5,11.53,3.59,25.0
74,2006,12203,Eric,Williams,Eric Williams,C-PF,79.25,285,88.25,106.5,8' 10.5'',28.5,29.0,11.71,3.56,17.0
75,2006,202124,Curtis,Withers,Curtis Withers,PF-SF,78.0,227,82.0,101.0,8' 5'',35.0,36.5,11.54,3.1,14.0
0,2007,12204,Mohamed,Abukar,Mohamed Abukar,SF,80.0,210,81.0,103.0,8' 7'',30.5,35.0,11.78,3.37,15.0
1,2007,12205,Mario,Boggan,Mario Boggan,PF,77.0,240,86.0,107.0,8' 11'',24.0,26.5,12.18,3.45,12.0
2,2007,12206,Craig,Bradshaw,Craig Bradshaw,PF,80.0,240,85.5,106.5,8' 10.5'',26.0,28.0,11.88,3.54,12.0
3,2007,201147,Corey,Brewer,Corey Brewer,SF-SG,78.0,185,80.25,103.0,8' 7'',30.5,36.5,11.69,3.22,11.0
4,2007,201166,Aaron,Brooks,Aaron Brooks,PG,70.0,161,76.0,94.0,7' 10'',32.5,39.5,10.57,3.2,6.0
5,2007,201628,Bobby,Brown,Bobby Brown,PG,71.0,170,76.0,95.5,7' 11.5'',32.5,41.0,11.27,3.25,3.0
6,2007,201469,Russell,Carter,Russell Carter,SG,75.0,221,80.5,97.5,8' 1.5'',33.0,38.5,11.61,3.29,25.0
8,2007,201144,Mike,Conley,Mike Conley,PG,71.0,175,77.75,94.5,7' 10.5'',35.5,40.5,11.63,3.09,13.0
9,2007,201161,Daequan,Cook,Daequan Cook,SG,75.0,203,80.25,101.5,8' 5.5'',30.0,34.5,11.12,3.22,4.0
10,2007,12208,Ryvon,Covile,Ryvon Covile,C-PF,79.0,250,85.25,107.5,8' 11.5'',25.0,30.5,12.52,3.37,19.0
11,2007,201159,Javaris,Crittenton,Javaris Crittenton,PG,75.0,194,77.5,98.0,8' 2'',32.5,38.0,11.6,3.32,11.0
12,2007,201176,Jermareo,Davidson,Jermareo Davidson,PF,81.0,230,88.0,109.5,9' 1.5'',27.0,30.0,12.63,3.53,7.0
14,2007,12210,Zabian,Dowdell,Zabian Dowdell,PG,73.0,191,82.0,100.0,8' 4'',30.0,33.5,11.13,3.29,3.0
15,2007,201162,Jared,Dudley,Jared Dudley,SF,77.0,219,79.0,102.0,8' 6'',28.0,32.0,11.32,3.45,14.0
16,2007,201142,Kevin,Durant,Kevin Durant,SF-PF,81.0,215,88.75,110.0,9' 2'',26.0,33.5,12.33,3.45,0.0
17,2007,12211,Rashaun,Freeman,Rashaun Freeman,PF,78.0,244,83.5,104.0,8' 8'',28.0,32.0,11.43,3.41,20.0
18,2007,201189,Aaron,Gray,Aaron Gray,C,84.0,271,87.25,108.5,9' 0.5'',27.0,32.5,12.07,3.7,17.0
19,2007,12212,Caleb,Green,Caleb Green,PF,78.0,238,83.75,103.0,8' 7'',28.5,36.0,11.72,3.46,9.0
20,2007,201145,Jeff,Green,Jeff Green,SF,79.0,228,85.25,103.0,8' 7'',33.5,38.0,12.0,3.34,17.0
21,2007,201192,Taurean,Green,Taurean Green,PG,71.0,173,74.25,96.0,8' 0'',29.0,32.5,11.3,3.26,8.0
22,2007,201150,Spencer,Hawes,Spencer Hawes,PF,82.0,244,84.5,110.0,9' 2'',26.0,29.0,11.88,3.51,9.0
23,2007,12214,Brandon,Heath,Brandon Heath,PG,74.0,181,79.0,94.0,7' 10'',32.0,36.0,11.39,3.28,11.0
24,2007,201195,Herbert,Hill,Herbert Hill,C,79.0,232,86.25,108.5,9' 0.5'',30.5,34.0,12.31,3.39,15.0
25,2007,201143,Al,Horford,Al Horford,PF,80.0,246,84.75,107.0,8' 11'',31.0,35.5,12.15,3.37,20.0
26,2007,12215,Quinton,Hosley,Quinton Hosley,SF-SG,77.0,215,83.25,105.0,8' 9'',28.5,34.0,12.47,3.32,12.0
27,2007,12216,James,Hughes,James Hughes,C,81.0,209,87.0,111.0,9' 3'',31.0,33.0,13.31,3.37,8.0
28,2007,12217,Jeremy,Hunt,Jeremy Hunt,SG,74.0,198,80.25,101.5,8' 5.5'',30.5,33.0,12.11,3.29,10.0
29,2007,12218,Ekene,Ibekwe,Ekene Ibekwe,PF,80.0,208,90.0,104.0,8' 8'',34.5,39.0,11.0,3.28,10.0
30,2007,12219,Dominic,James,Dominic James,PG,70.0,175,74.0,93.0,7' 9'',33.5,38.5,10.94,3.11,14.0
31,2007,201234,Trey,Johnson,Trey Johnson,SG,75.0,216,77.0,98.0,8' 2'',26.5,35.0,11.78,3.31,18.0
32,2007,12220,Rashad,Jones-Jennings,Rashad Jones-Jennings,PF,78.0,235,84.0,105.5,8' 9.5'',25.0,30.0,12.18,3.29,20.0
33,2007,201185,Jared,Jordan,Jared Jordan,PG,72.0,183,72.0,94.0,7' 10'',24.5,28.5,11.02,3.39,6.0
34,2007,201207,Coby,Karl,Coby Karl,SG-PG,75.0,204,83.0,99.5,8' 3.5'',32.0,34.5,11.57,3.41,9.0
35,2007,12221,Antanas,Kavaliauskas,Antanas Kavaliauskas,PF,81.0,237,82.5,106.5,8' 10.5'',25.5,30.0,11.19,3.42,19.0
36,2007,201171,Carl,Landry,Carl Landry,PF,79.0,248,83.0,102.5,8' 6.5'',31.5,36.5,11.35,3.29,21.0
37,2007,201186,Stephane,Lasme,Stephane Lasme,PF,77.0,213,86.0,107.0,8' 11'',29.5,36.0,11.73,3.22,17.0
38,2007,201151,Acie,Law,Acie Law,PG,74.0,186,78.5,98.0,8' 2'',29.0,34.0,11.0,3.22,8.0
39,2007,12222,Marko,Lekic,Marko Lekic,C,81.0,267,85.0,108.5,9' 0.5'',24.0,30.5,11.96,3.43,19.0
40,2007,12223,Ron,Lewis,Ron Lewis,SG,74.0,194,78.5,99.0,8' 3'',33.0,38.0,11.59,3.22,16.0
41,2007,201858,Cartier,Martin,Cartier Martin,SF,76.0,218,82.0,103.5,8' 7.5'',27.0,29.5,12.1,3.43,11.0
42,2007,201187,Dominic,McGuire,Dominic McGuire,SF,79.0,220,82.5,104.0,8' 8'',28.5,34.5,10.95,3.25,12.0
43,2007,201177,Josh,McRoberts,Josh McRoberts,PF,80.0,240,85.0,106.5,8' 10.5'',27.5,31.5,11.7,3.47,12.0
44,2007,201197,Sammy,Mejia,Sammy Mejia,SG,77.0,218,83.0,105.0,8' 9'',27.0,31.5,11.87,3.49,7.0
45,2007,12224,Brad,Newley,Brad Newley,SG,77.0,201,80.0,102.5,8' 6.5'',29.5,31.5,11.77,3.29,3.0
46,2007,201193,Demetris,Nichols,Demetris Nichols,SF,78.0,211,84.25,105.0,8' 9'',28.5,32.5,10.39,3.38,16.0
47,2007,201149,Joakim,Noah,Joakim Noah,PF,82.0,223,85.25,106.5,8' 10.5'',32.5,37.5,11.79,3.47,12.0
49,2007,12225,Ivan,Radenovic,Ivan Radenovic,PF,81.0,226,83.75,106.0,8' 10'',23.0,28.0,11.61,3.6,7.0
50,2007,12226,JR,Reynolds,JR Reynolds,PG,72.0,188,75.25,95.0,7' 11'',27.5,34.5,11.69,3.24,15.0
51,2007,201181,Chris,Richard,Chris Richard,PF,79.0,252,88.5,110.5,9' 2.5'',26.5,30.5,11.39,3.29,15.0
52,2007,12227,Dustin,Salisbery,Dustin Salisbery,SG,75.0,208,80.0,100.5,8' 4.5'',34.0,38.0,11.07,3.12,11.0
53,2007,12228,Blake,Schilb,Blake Schilb,SG,77.0,214,81.0,102.5,8' 6.5'',26.5,33.5,11.63,3.36,11.0
54,2007,12229,Renaldas,Seibutis,Renaldas Seibutis,SG,76.0,185,80.75,101.0,8' 5'',24.0,32.5,11.33,3.39,1.0
55,2007,201196,Ramon,Sessions,Ramon Sessions,PG,74.0,185,76.25,97.5,8' 1.5'',29.5,33.5,11.65,3.27,8.0
56,2007,201203,Mustafa,Shakur,Mustafa Shakur,PG,75.0,185,77.5,99.0,8' 3'',28.5,35.0,11.82,3.27,11.0
57,2007,201160,Jason,Smith,Jason Smith,PF,82.75,233,82.75,106.0,8' 10'',33.5,37.5,10.96,3.29,15.0
58,2007,201199,DJ,Strawberry,DJ Strawberry,SG,75.75,199,78.5,101.0,8' 5'',28.5,35.0,10.87,3.14,21.0
59,2007,201155,Rodney,Stuckey,Rodney Stuckey,SG-PG,75.75,207,79.25,100.5,8' 4.5'',30.5,35.0,11.34,3.11,14.0
60,2007,12230,Curtis,Sumpter,Curtis Sumpter,SF,78.0,227,81.5,104.0,8' 8'',27.5,32.5,11.3,3.22,12.0
61,2007,201180,Yue,Sun,Yue Sun,SF,79.75,212,81.0,105.0,8' 9'',29.0,34.0,10.68,3.45,9.0
62,2007,201249,Jamaal,Tatum,Jamaal Tatum,PG,71.5,168,74.5,93.5,7' 9.5'',28.5,33.0,11.51,3.22,7.0
63,2007,12232,Reyshawn,Terry,Reyshawn Terry,SF,78.75,222,82.0,103.5,8' 7.5'',31.0,37.5,11.76,3.26,18.0
64,2007,201154,Al,Thornton,Al Thornton,SF,77.75,221,85.0,104.0,8' 8'',35.0,41.0,11.96,3.16,9.0
65,2007,201229,Anthony,Tolliver,Anthony Tolliver,PF,79.0,242,86.5,107.5,8' 11.5'',28.5,30.0,11.49,3.29,21.0
66,2007,12233,Ali,Traore,Ali Traore,C-PF,80.75,249,88.0,108.5,9' 0.5'',25.0,29.0,12.16,3.52,11.0
67,2007,12234,Kyle,Visser,Kyle Visser,C,82.0,242,83.0,108.0,9' 0'',26.0,29.0,12.6,3.39,18.0
68,2007,201208,Darryl,Watkins,Darryl Watkins,C,80.75,241,87.0,110.0,9' 2'',26.5,31.0,11.65,3.56,14.0
69,2007,12235,Major,Wingate,Major Wingate,C,80.5,242,88.0,109.0,9' 1'',27.5,30.5,12.14,3.47,15.0
70,2007,12236,DaShaun,Wood,DaShaun Wood,PG,70.75,167,72.75,92.0,7' 8'',31.5,34.5,11.4,3.23,13.0
71,2007,201153,Julian,Wright,Julian Wright,SF-PF,78.5,211,86.25,108.0,9' 0'',28.5,33.5,11.48,3.36,2.0
72,2007,201148,Brandan,Wright,Brandan Wright,PF,80.75,200,87.75,108.5,9' 0.5'',30.5,35.5,11.76,3.31,2.0
73,2007,12237,Avis,Wyatt,Avis Wyatt,PF,80.75,212,85.0,107.0,8' 11'',27.5,32.0,11.46,3.23,12.0
75,2007,201156,Nick,Young,Nick Young,SG-SF,77.0,206,84.0,100.5,8' 4.5'',39.5,40.5,11.0,3.25,6.0
76,2007,201152,Thaddeus,Young,Thaddeus Young,SF,77.75,210,83.5,106.0,8' 10'',34.5,37.0,11.06,3.19,13.0
0,2008,201570,Joe,Alexander,Joe Alexander,SF-PF,79.25,220,83.5,106.0,8' 10'',32.5,38.5,11.33,2.99,24.0
1,2008,201589,Darrell,Arthur,Darrell Arthur,PF,79.5,216,82.75,107.0,8' 11'',28.5,30.0,12.18,3.14,12.0
2,2008,201571,D.J.,Augustin,D.J. Augustin,PG,70.0,171.5,75.5,94.5,7' 10.5'',28.5,35.0,11.27,3.07,2.0
3,2008,201573,Jerryd,Bayless,Jerryd Bayless,PG-SG,73.75,204,75.5,97.0,8' 1'',31.0,38.0,11.26,3.07,10.0
4,2008,201563,Michael,Beasley,Michael Beasley,PF-SF,79.0,239,84.25,107.0,8' 11'',30.0,35.0,11.06,3.24,19.0
5,2008,12239,Ramel,Bradley,Ramel Bradley,PG-SG,73.25,184,77.0,98.0,8' 2'',24.5,29.5,10.68,3.24,9.0
6,2008,12240,Tyrone,Brazelton,Tyrone Brazelton,PG,70.0,166,73.75,94.0,7' 10'',30.0,34.0,11.59,3.25,8.0
7,2008,12241,Takais,Brown,Takais Brown,PF,79.25,252,82.0,106.0,8' 10'',29.0,31.0,12.47,3.25,22.0
8,2008,201812,Keith,Brumbaugh,Keith Brumbaugh,SF-PF,79.5,190,79.25,104.5,8' 8.5'',26.0,27.0,11.65,3.28,2.0
9,2008,201868,Stanley,Burrell,Stanley Burrell,PG,73.5,201,78.25,97.5,8' 1.5'',29.5,34.5,11.19,3.19,21.0
10,2008,12242,Brian,Butch,Brian Butch,C-PF,81.5,229.6,83.25,108.0,9' 0'',24.0,26.5,11.87,3.52,9.0
13,2008,12245,Joe,Crawford,Joe Crawford,SG,75.0,213,77.75,99.5,8' 3.5'',31.0,36.0,11.67,3.22,13.0
14,2008,12246,Chris,Daniels,Chris Daniels,C-PF,80.25,256,84.5,109.0,9' 1'',26.0,28.5,12.72,3.56,11.0
15,2008,201595,Joey,Dorsey,Joey Dorsey,PF-C,78.25,265,85.75,107.0,8' 11'',27.5,33.0,11.84,3.2,19.0
16,2008,12247,Marcus,Dove,Marcus Dove,SF-PF,78.75,208,83.5,105.0,8' 9'',27.5,33.5,11.59,3.26,10.0
17,2008,12248,Josh,Duncan,Josh Duncan,PF,80.0,230,83.5,104.5,8' 8.5'',28.0,32.0,12.47,3.26,26.0
18,2008,12249,Frank,Elegar,Frank Elegar,PF,79.25,210,87.25,106.0,8' 10'',33.5,37.5,11.86,3.17,11.0
19,2008,201607,Patrick,Ewing Jr.,Patrick Ewing Jr.,SF-PF,78.0,224,84.25,97.5,8' 1.5'',35.0,42.0,11.77,3.43,2.0
20,2008,201814,Gary,Forbes,Gary Forbes,SG,76.5,220.5,83.25,104.5,8' 8.5'',27.5,33.5,11.45,3.25,13.0
21,2008,12250,Shan,Foster,Shan Foster,SG,76.0,194.5,83.5,103.5,8' 7.5'',30.0,33.0,12.3,3.24,10.0
23,2008,12251,James,Gist,James Gist,PF,79.0,220,88.0,107.5,8' 11.5'',30.5,35.0,11.37,3.14,5.0
