,SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,Player,POSITION,HEIGHT_WO_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,STANDING_REACH_FT_IN,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,Pos,G,MP,FG%,2P%,3P%,FT%,PTS,TRB,AST,STL,BLK,PER,WS,BPM,Year,Pick,Age
240,2019,1628981,Bruno,Fernando,Bruno Fernando,C,80.75,237,87.25,110.0,9' 2'',29.5,33.5,11.29,3.21,F,34,1021,.607,.618,.300,.779,13.6,10.6,2.0,0.6,1.9,27.2,5.4,10.0,2019,34,20
241,2018,1628985,Devon,Hall,Devon Hall,SG,76.25,206.4,79.75,102.0,8' 6'',25.0,31.0,10.95,3.27,G,34,1091,.454,.472,.432,.894,11.7,4.2,3.1,0.9,0.1,20.3,5.9,10.1,2018,53,22
242,2018,1628986,Jaylen,Hands,Jaylen Hands,PG,73.5,179,77.5,98.0,8' 2'',31.5,39.5,12.11,3.13,G,33,1029,.413,.447,.373,.780,14.2,3.7,6.1,1.3,0.2,18.5,3.0,4.6,2019,56,20
243,2019,1628986,Jaylen,Hands,Jaylen Hands,PG,73.5,180.4,77.5,97.0,8' 1'',33.0,41.5,10.73,3.12,G,33,1029,.413,.447,.373,.780,14.2,3.7,6.1,1.3,0.2,18.5,3.0,4.6,2019,56,20
244,2018,1628987,Kevin,Hervey,Kevin Hervey,PF,78.5,211.6,87.5,107.0,8' 11'',27.5,32.0,11.28,3.36,F,33,1064,.446,.522,.339,.807,20.5,8.5,2.2,1.2,0.6,23.7,4.6,5.5,2018,57,21
245,2018,1628988,Aaron,Holiday,Aaron Holiday,PG,71.75,187,79.5,97.0,8' 1'',25.5,33.0,10.96,3.27,G,33,1244,.461,.486,.429,.828,20.3,3.7,5.8,1.3,0.2,21.1,4.9,5.9,2018,23,21
246,2018,1628989,Kevin,Huerter,Kevin Huerter,SG,78.25,194,79.5,101.5,8' 5.5'',31.0,38.0,10.89,3.09,G,32,1101,.503,.605,.417,.758,14.8,5.0,3.4,0.6,0.7,19.4,4.5,7.8,2018,19,19
247,2018,1628993,Alize,Johnson,Alize Johnson,PF,79.25,216.6,80.75,103.0,8' 7'',25.0,31.0,11.83,3.38,F,33,1028,.430,.516,.281,.759,15.0,11.6,2.8,0.5,0.4,24.1,4.7,5.9,2018,50,22
248,2018,1628994,George,King,George King,SF-SG,76.75,218.6,83.5,101.5,8' 5.5'',31.0,39.0,10.75,3.29,G,32,913,.445,.494,.395,.782,12.9,7.8,1.1,0.5,0.7,18.8,3.0,4.7,2018,59,24
249,2018,1628998,Cody,Martin,Cody Martin,SG-SF,76.75,188.6,82.25,102.5,8' 6.5'',29.0,36.5,10.64,3.09,F,34,1171,.505,.574,.358,.763,12.1,4.5,4.9,1.4,0.7,19.1,5.4,7.0,2019,36,23
250,2019,1628998,Cody,Martin,Cody Martin,PG-SG,76.75,192.2,82.25,102.5,8' 6.5'',28.0,35.5,10.44,3.32,F,34,1171,.505,.574,.358,.763,12.1,4.5,4.9,1.4,0.7,19.1,5.4,7.0,2019,36,23
251,2018,1629002,Chimezie,Metu,Chimezie Metu,PF-C,80.5,219.6,84.5,108.0,9' 0'',29.5,36.0,11.89,3.33,F,34,1053,.523,.548,.300,.730,15.7,7.4,1.6,0.8,1.7,23.5,4.4,5.6,2018,49,21
252,2018,1629003,Shake,Milton,Shake Milton,SG-PG,76.5,207.2,84.75,99.5,8' 3.5'',30.0,33.0,11.07,3.25,G,22,800,.449,.462,.434,.847,18.0,4.7,4.4,1.4,0.6,24.2,4.2,8.7,2018,54,21
253,2018,1629006,Josh,Okogie,Josh Okogie,SG,75.0,210.8,84.0,102.0,8' 6'',33.0,42.0,11.08,3.04,G,24,873,.416,.432,.380,.821,18.2,6.3,2.5,1.8,1.0,22.3,3.4,8.1,2018,20,19
254,2018,1629013,Landry,Shamet,Landry Shamet,PG,76.0,188.6,78.75,100.0,8' 4'',31.0,39.5,11.26,3.11,G,32,1015,.489,.560,.442,.825,14.9,3.2,5.2,0.7,0.2,21.4,4.9,8.6,2018,26,21
255,2018,1629015,Zhaire,Smith,Zhaire Smith,SF-SG,74.75,198.6,81.75,100.0,8' 4'',33.0,41.5,11.02,3.05,G,37,1051,.556,.574,.450,.717,11.3,5.0,1.8,1.1,1.1,23.0,5.6,10.8,2018,16,19
256,2018,1629016,Omari,Spellman,Omari Spellman,PF-C,80.0,253.8,86.0,107.5,8' 11.5'',28.5,35.5,12.28,3.38,F,40,1125,.476,.511,.433,.700,10.9,8.0,0.8,0.7,1.5,20.6,5.2,7.5,2018,30,20
257,2018,1629017,Khyri,Thomas,Khyri Thomas,SG,74.5,198.8,82.5,101.0,8' 5'',30.0,35.0,10.96,3.18,G,33,1046,.538,.639,.411,.788,15.1,4.4,2.8,1.7,0.2,21.8,4.8,8.6,2018,38,22
258,2018,1629022,Lonnie,Walker,Lonnie Walker,SG,75.75,196.2,82.25,99.5,8' 3.5'',31.5,40.0,10.87,3.06,G,32,888,.415,.487,.346,.738,11.5,2.6,1.9,0.9,0.5,16.3,2.8,5.2,2018,18,19
259,2019,1629646,Charles,Bassey,Charles Bassey,C,80.75,239,87.5,109.5,9' 1.5'',29.0,33.0,12.65,3.53,C,28,851,.590,.652,.305,.759,17.6,11.6,0.7,0.4,3.1,32.7,5.4,9.1,2021,53,20
260,2021,1629646,Charles,Bassey,Charles Bassey,C,81.25,230.20,87.0,107.5,8'11.5'',33.0,36.0,12.19,3.13,C,28,851,.590,.652,.305,.759,17.6,11.6,0.7,0.4,3.1,32.7,5.4,9.1,2021,53,20
261,2019,1629648,Jordan,Bone,Jordan Bone,SG,73.5,179,75.25,95.0,7' 11'',36.0,42.5,9.97,3.08,G,37,1219,.465,.525,.355,.835,13.5,3.2,5.8,0.7,0.1,18.9,4.8,6.0,2019,57,21
262,2019,1629649,Ignas,Brazdeikis,Ignas Brazdeikis,SF,77.75,220.8,81.25,102.0,8' 6'',31.0,36.5,11.06,3.36,F,37,1096,.462,.500,.392,.773,14.8,5.4,0.8,0.7,0.5,21.4,5.5,8.9,2019,47,20
263,2019,1629634,Brandon,Clarke,Brandon Clarke,SF,79.25,207.2,80.25,102.0,8' 6'',34.0,40.5,10.61,3.15,F,37,1040,.687,.705,.267,.694,16.9,8.6,1.9,1.2,3.2,37.2,8.8,16.3,2019,21,22
264,2019,1629651,Nicolas,Claxton,Nicolas Claxton,C,82.0,216.6,86.5,110.0,9' 2'',31.5,36.5,11.26,3.36,F,32,1011,.460,.509,.281,.641,13.0,8.6,1.8,1.1,2.5,21.2,3.5,5.5,2019,31,20
265,2019,1629655,Daniel,Gafford,Daniel Gafford,PF,81.25,237.6,86.5,110.0,9' 2'',32.5,36.5,11.61,3.25,F,32,919,.660,.660,0,.591,16.9,8.7,0.7,0.9,2.0,28.7,4.6,8.3,2019,38,20
266,2019,1629656,Quentin,Grimes,Quentin Grimes,SG,76.0,209.6,79.75,100.5,8' 4.5'',27.5,36.0,10.83,3.2,G,30,984,.406,.410,.403,.788,17.8,5.7,2.0,1.4,0.3,23.5,6.1,10.8,2021,25,21
267,2021,1629656,Quentin,Grimes,Quentin Grimes,SG,76.0,205.00,80.0,101.0,8'5.0'',30.5,38.5,11.09,3.07,G,30,984,.406,.410,.403,.788,17.8,5.7,2.0,1.4,0.3,23.5,6.1,10.8,2021,25,21
268,2019,1629657,Kyle,Guy,Kyle Guy,SG,72.75,167.8,76.5,95.5,7' 11.5'',30.5,36.5,10.48,3.27,G,38,1345,.449,.491,.426,.833,15.4,4.5,2.1,0.7,0.1,20.4,6.8,10.2,2019,55,21
269,2019,1629637,Jaxson,Hayes,Jaxson Hayes,PF,82.25,218.6,87.5,110.5,9' 2.5'',27.0,34.5,11.74,3.37,F,32,747,.728,.728,0,.740,10.0,5.0,0.3,0.6,2.2,27.0,4.3,10.1,2019,8,19
270,2019,1629659,Talen,Horton-Tucker,Talen Horton-Tucker,SG,74.5,235.4,85.25,103.0,8' 7'',26.0,34.5,11.34,3.34,G,35,952,.406,.475,.308,.625,11.8,4.9,2.3,1.3,0.7,17.2,2.7,4.2,2019,46,18
271,2019,1629660,Ty,Jerome,Ty Jerome,PG,76.25,194.4,76.0,98.0,8' 2'',26.0,31.5,11.21,3.4,G,37,1256,.435,.469,.399,.736,13.6,4.2,5.5,1.5,0.0,22.9,7.2,11.5,2019,24,21
272,2019,1629661,Cameron,Johnson,Cameron Johnson,SG,79.0,205.2,82.0,103.0,8' 7'',30.5,36.5,10.52,3.26,G,36,1076,.506,.556,.457,.818,16.9,5.8,2.4,1.2,0.3,24.9,6.2,12.9,2019,11,23
273,2019,1629662,Mfiondu,Kabengele,Mfiondu Kabengele,PF,80.75,256.2,87.0,109.5,9' 1.5'',28.0,35.5,11.21,3.25,F,37,798,.502,.534,.369,.761,13.2,5.9,0.3,0.6,1.5,28.9,4.8,9.6,2019,27,21
274,2019,1629642,Nassir,Little,Nassir Little,SF,76.5,224.2,85.25,104.5,8' 8.5'',31.0,38.5,12.15,3.24,F,36,656,.478,.527,.269,.770,9.8,4.6,0.7,0.5,0.5,20.0,2.7,5.1,2019,25,19
275,2019,1629611,Terance,Mann,Terance Mann,SG-SF,76.75,204.6,79.75,101.0,8' 5'',32.5,38.5,11.51,3.3,G,37,1174,.505,.547,.390,.790,11.4,6.5,2.5,0.7,0.3,18.9,5.1,7.7,2019,48,22
276,2019,1629667,Jalen,McDaniels,Jalen McDaniels,SF,80.25,191.6,84.25,105.5,8' 9.5'',29.5,33.5,11.54,3.32,F,34,1055,.466,.495,.320,.732,15.9,8.3,2.1,1.1,0.5,20.7,4.0,3.3,2019,52,21
277,2019,1629669,Jaylen,Nowell,Jaylen Nowell,SG,75.25,202.4,79.25,98.0,8' 2'',32.0,38.5,10.76,3.23,G,36,1240,.502,.525,.440,.779,16.2,5.3,3.1,1.3,0.3,20.3,5.0,4.9,2019,43,19
278,2019,1629671,Miye,Oni,Miye Oni,SG,76.25,205.6,82.75,100.5,8' 4.5'',30.5,38.5,11.71,3.17,G,29,898,.441,.487,.371,.793,17.1,6.3,3.6,0.9,1.3,22.0,3.7,4.2,2019,58,21
279,2019,1629672,Eric,Paschall,Eric Paschall,SF,78.0,254.4,87.75,103.5,8' 7.5'',33.0,38.0,11.63,3.3,F,36,1301,.447,.532,.348,.746,16.5,6.1,2.1,0.7,0.5,19.0,4.7,4.8,2019,41,22
280,2019,1629617,Reggie,Perry,Reggie Perry,SF-PF,80.0,250.8,84.5,106.0,8' 10'',28.5,31.5,12.46,3.3,F,31,963,.500,.542,.324,.768,17.4,10.1,2.3,0.8,1.2,28.5,5.2,8.5,2020,57,20
281,2020,1629617,Reggie,Perry,Reggie Perry,PF-C,80.25,249.6,84.25,106.5,8'10.50'',30.0,33.5,11.26,3.25,F,31,963,.500,.542,.324,.768,17.4,10.1,2.3,0.8,1.2,28.5,5.2,8.5,2020,57,20
282,2019,1629673,Jordan,Poole,Jordan Poole,SG,75.5,190.8,78.75,99.5,8' 3.5'',28.0,35.5,10.59,3.27,G,37,1224,.436,.518,.369,.833,12.8,3.0,2.2,1.1,0.2,16.0,4.9,7.2,2019,28,20
283,2019,1629674,Neemias,Queta,Neemias Queta,C,82.75,225.8,88.25,111.5,9' 3.5'',24.0,32.5,12.04,3.73,C,29,871,.559,.562,.000,.707,14.9,10.1,2.7,1.1,3.3,30.5,5.8,12.2,2021,39,22
284,2021,1629674,Neemias,Queta,Neemias Queta,C,83.25,248.40,88.0,112.5,9'4.5'',27.0,33.0,11.85,3.29,C,29,871,.559,.562,.000,.707,14.9,10.1,2.7,1.1,3.3,30.5,5.8,12.2,2021,39,22
285,2019,1629676,Isaiah,Roby,Isaiah Roby,PF,79.25,214,85.0,106.0,8' 10'',32.5,35.5,10.63,3.25,F,35,1093,.454,.496,.333,.677,11.8,6.9,1.9,1.3,1.9,19.7,3.8,6.7,2019,45,21
286,2019,1629678,Admiral,Schofield,Admiral Schofield,SF,76.0,240.6,81.75,102.5,8' 6.5'',30.0,34.0,10.77,3.37,G,37,1175,.474,.505,.418,.698,16.5,6.1,2.0,0.9,0.5,20.1,4.6,6.3,2019,42,22
287,2019,1629621,Marial,Shayok,Marial Shayok,SF-PF,76.5,196.8,84.25,103.5,8' 7.5'',29.5,36.5,11.16,3.37,G,34,1118,.496,.568,.386,.878,18.7,4.9,2.0,0.9,0.2,22.5,4.7,6.4,2019,54,23
288,2019,1629682,Tremont,Waters,Tremont Waters,PG,69.5,172.4,74.25,93.5,7' 9.5'',30.5,40.5,10.76,3.07,G,33,1070,.430,.507,.327,.813,15.3,2.8,5.8,2.9,0.1,21.8,4.2,8.9,2019,51,21
289,2019,1629683,Quinndary,Weatherspoon,Quinndary Weatherspoon,SG,75.0,206.6,81.0,100.0,8' 4'',31.0,38.0,11.57,3.16,G,34,1157,.508,.564,.396,.809,18.5,4.7,2.8,1.7,0.3,24.0,5.4,8.1,2019,49,22
290,2019,1629684,Grant,Williams,Grant Williams,PF,77.75,240.2,81.75,104.5,8' 8.5'',26.0,31.5,10.83,3.33,F,37,1181,.564,.593,.326,.819,18.8,7.5,3.2,1.1,1.5,30.6,7.9,12.7,2019,22,20
291,2019,1629685,Dylan,Windler,Dylan Windler,SF,78.25,195.8,82.0,104.5,8' 8.5'',29.0,37.5,10.7,3.3,F,33,1097,.540,.659,.429,.847,21.3,10.8,2.5,1.4,0.6,30.4,7.2,10.3,2019,26,22
292,2020,1630189,Tyler,Bey,Tyler Bey,PF,78.0,212.8,85.25,105.5,8'9.50'',37.0,43.5,11.35,3.17,G,31,898,.530,.545,.419,.743,13.8,9.0,1.5,1.5,1.2,26.7,5.1,10.1,2020,36,22
293,2020,1630182,Josh,Green,Josh Green,SG-SF,76.5,214,81.75,101.5,8'5.50'',30.5,39.5,10.64,3.12,G,30,926,.424,.449,.361,.780,12.0,4.6,2.6,1.5,0.4,17.9,3.8,6.9,2020,18,20
294,2020,1630223,Jalen,Harris,Jalen Harris,SG,74.75,193.4,79.0,97.5,8'1.50'',37.5,42.5,10.59,3.11,G,32,777,.374,.500,.279,.745,4.2,2.1,2.4,0.9,0.3,8.0,1.4,0.7,2020,59,22
295,2020,1630223,Jalen,Harris,Jalen Harris,SG,74.75,193.4,79.0,97.5,8'1.50'',37.5,42.5,10.59,3.11,G,30,991,.446,.495,.362,.823,21.7,6.5,3.9,1.1,0.1,26.4,5.0,7.6,2020,59,22
296,2020,1630219,Skylar,Mays,Skylar Mays,SG,75.0,204,78.0,99.0,8'3.00'',29.0,37.5,10.65,3.3,G,31,1067,.491,.548,.394,.854,16.7,5.0,3.2,1.8,0.2,23.7,5.1,8.3,2020,50,23
297,2020,1630192,Zeke,Nnaji,Zeke Nnaji,PF-C,81.25,246.8,86.0,105.5,8'9.50'',33.0,38.0,10.94,3.2,F,32,981,.570,.586,.294,.760,16.1,8.6,0.8,0.7,0.9,25.7,5.6,8.0,2020,22,19
298,2020,1629670,Jordan,Nwora,Jordan Nwora,SF-PF,77.75,223,82.25,104.0,8'8.00'',29.0,35.0,11.29,3.43,F,31,1026,.440,.469,.402,.813,18.0,7.7,1.3,0.7,0.3,22.6,5.2,8.2,2020,45,22
299,2020,1630193,Immanuel,Quickley,Immanuel Quickley,SG,74.0,185.8,80.25,99.0,8'3.00'',29.5,35.5,11.21,3.17,G,30,989,.417,.409,.428,.923,16.1,4.2,1.9,0.9,0.1,20.4,4.8,7.3,2020,25,21
300,2020,1630208,Nick,Richards,Nick Richards,C,82.5,241.6,86.25,110.0,9'2.00'',30.0,34.0,11.42,3.25,F,31,919,.642,.642,0,.752,14.0,7.8,0.2,0.1,2.1,25.8,5.1,7.0,2020,42,22
301,2020,1630203,Grant,Riller,Grant Riller,PG-SG,72.25,178.4,77.25,96.5,8'0.50'',32.5,39.5,11.17,3.07,G,31,1039,.499,.554,.362,.827,21.9,5.1,3.9,1.6,0.3,30.6,5.8,7.1,2020,56,23
302,2020,1630199,Cassius,Stanley,Cassius Stanley,SG,77.0,201.6,79.0,99.5,8'3.50'',34.5,44.0,11.4,3.09,G,29,796,.474,.527,.360,.733,12.6,4.9,1.0,0.7,0.7,18.5,3.3,5.4,2020,54,21
303,2020,1630179,Tyrell,Terry,Tyrell Terry,PG,73.5,170,73.75,96.0,8'0.00'',30.0,34.0,10.78,3.28,G,31,1010,.441,.470,.408,.891,14.6,4.5,3.2,1.4,0.1,19.3,4.5,6.1,2020,31,20
304,2020,1630216,Cassius,Winston,Cassius Winston,PG,72.5,196,78.0,97.0,8'1.00'',24.0,28.0,11.15,3.61,G,30,980,.448,.459,.432,.852,18.6,2.5,5.9,1.2,0.0,23.0,5.0,8.9,2020,53,22
305,2021,1630567,Scottie,Barnes,Scottie Barnes,SF,79.0,225.40,86.75,108.0,9'0.0'',36.0,39.5,10.88,3.15,G,24,595,.503,.561,.275,.621,10.3,4.0,4.1,1.5,0.5,21.4,2.4,7.9,2021,4,19
306,2021,1630528,Josh,Christopher,Josh Christopher,SG,75.25,214.80,81.25,101.0,8'5.0'',29.5,37.5,11.32,3.14,G,15,446,.432,.496,.305,.800,14.3,4.7,1.4,1.5,0.5,17.8,1.1,4.2,2021,24,19
307,2021,1630245,Ayo,Dosunmu,Ayo Dosunmu,SG,75.5,194.40,82.25,102.0,8'6.0'',27.0,33.5,11.51,3.23,G,28,984,.488,.511,.390,.783,20.1,6.3,5.3,1.1,0.2,24.0,5.1,9.5,2021,38,21
308,2021,1630556,Kessler,Edwards,Kessler Edwards,PF,79.0,203.00,83.25,106.0,8'10.0'',28.0,37.0,11.3,3.25,F,27,916,.491,.553,.378,.876,17.2,6.8,1.2,1.0,1.2,21.8,3.9,5.6,2021,44,20
309,2021,1630568,Luka,Garza,Luka Garza,C,82.0,242.80,85.5,107.5,8'11.5'',24.0,29.5,11.9,3.51,F,31,975,.553,.581,.440,.709,24.1,8.7,1.7,0.7,1.6,35.6,6.9,13.7,2021,52,22
310,2021,1630525,David,Johnson,David Johnson,SG,75.25,202.80,82.5,104.0,8'8.0'',33.0,39.0,12.02,3.03,G,19,667,.411,.426,.386,.700,12.6,5.8,3.2,1.1,0.3,13.4,1.4,3.1,2021,47,20
311,2021,1630553,Keon,Johnson,Keon Johnson,SG,75.5,184.80,79.25,97.0,8'1.0'',41.5,48.0,11.45,3.0,G,27,688,.449,.492,.271,.703,11.3,3.5,2.5,1.1,0.4,16.3,2.1,4.1,2021,21,19
312,2021,1630557,Corey,Kispert,Corey Kispert,SF,78.0,223.80,79.0,102.0,8'6.0'',30.0,37.5,10.91,3.12,F,32,1019,.529,.628,.440,.878,18.6,5.0,1.8,0.9,0.4,25.4,6.4,11.1,2021,15,22
313,2021,1630575,Scottie,Lewis,Scottie Lewis,SF,76.0,187.60,84.0,101.5,8'5.5'',34.0,42.0,10.45,2.98,G,21,538,.445,.512,.318,.673,7.9,3.1,1.5,1.6,1.0,14.5,1.4,5.8,2021,56,21
314,2021,1630572,Sandro,Mamukelashvili,Sandro Mamukelashvili,C,81.0,239.80,85.25,106.5,8'10.5'',30.5,36.5,11.63,3.21,F,27,961,.434,.481,.336,.714,17.5,7.6,3.2,1.1,0.6,20.2,3.1,6.2,2021,54,22
315,2021,1630540,Miles,McBride,Miles McBride,PG,73.0,195.20,80.75,99.5,8'3.5'',31.0,38.5,11.08,3.1,G,29,991,.431,.439,.414,.813,15.9,3.9,4.8,1.9,0.3,22.8,4.7,9.5,2021,36,20
316,2021,1630554,Jason,Preston,Jason Preston,PG,75.0,180.60,80.5,100.5,8'4.5'',30.5,38.5,10.82,3.13,G,20,691,.514,.576,.390,.596,15.7,7.3,7.3,1.5,0.3,24.1,3.2,7.2,2021,33,21
317,2021,1630563,Joshua,Primo,Joshua Primo,SG,76.0,189.00,81.25,102.5,8'6.5'',30.5,37.5,10.97,3.22,G,30,674,.431,.500,.381,.750,8.1,3.4,0.8,0.6,0.3,13.2,2.1,3.7,2021,12,18
318,2021,1630526,Jeremiah,Robinson-Earl,Jeremiah Robinson-Earl,PF,79.75,242.40,81.75,105.5,8'9.5'',27.0,32.0,11.64,3.29,F,25,862,.497,.574,.280,.714,15.7,8.5,2.2,1.0,0.6,23.4,4.1,7.6,2021,32,20
319,2021,1630579,Jericho,Sims,Jericho Sims,C,81.0,250.20,87.25,106.0,8'10.0'',37.0,44.5,11.59,3.05,F,26,638,.696,.696,0,.520,9.2,7.2,0.7,0.7,1.1,21.7,2.9,6.9,2021,58,22
320,2021,1630531,Jaden,Springer,Jaden Springer,SG,75.0,202.00,79.75,99.0,8'3.0'',34.5,41.5,11.46,3.13,G,25,648,.467,.475,.435,.810,12.5,3.5,2.9,1.2,0.4,20.9,2.9,6.9,2021,28,18
321,2021,1630580,Joe,Wieskamp,Joe Wieskamp,SF,77.75,204.80,83.0,103.0,8'7.0'',30.0,42.0,10.7,3.04,G,31,907,.491,.518,.462,.677,14.8,6.6,1.7,0.9,0.3,22.7,4.1,9.3,2021,41,21
322,2021,1630598,Aaron,Wiggins,Aaron Wiggins,SG-SF,76.5,190.00,81.75,103.0,8'7.0'',29.5,36.0,11.2,3.04,G,31,1023,.446,.514,.356,.772,14.5,5.8,2.5,1.1,0.5,19.9,3.7,7.0,2021,55,22
323,2021,1630533,Ziaire,Williams,Ziaire Williams,SF,80.25,188.40,82.25,106.5,8'10.5'',34.0,39.5,10.69,3.12,F,20,558,.374,.427,.291,.796,10.7,4.6,2.2,0.9,0.6,11.2,0.6,0.3,2021,10,19
324,2021,1630681,Marcus,Zegarowski,Marcus Zegarowski,PG,72.75,180.80,74.75,96.0,8'0.0'',30.0,35.5,11.47,3.11,G,29,974,.464,.516,.421,.786,15.8,3.6,4.3,1.3,0.1,20.9,4.3,8.1,2021,49,22
