,Year,Player,POSITION,DRAFT_NUMBER,HEIGHT_WO_SHOES,WEIGHT,WINGSPAN,STANDING_REACH,STANDING_REACH_FT_IN,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,Age (Days),DRAFT_NUMBER,G,MP,FG%,2P%,3P%,FT%,PTS,TRB,AST,STL,BLK,WS,BPM,Total Minutes,Seasons Played,Average Minutes
348,2013,Peyton Siva,PG,56,71.5,180.6,75.0,93.0,7' 9'',33.5,41.5,10.59,3.16,8719,56,40,1247,.404,.476,.288,.867,10.0,2.4,5.7,2.3,0.2,5.3,7.3,223,1,223.0
349,2013,Tony Snell,SF-SG,20,78.0,198.2,83.5,105.5,8' 9.5'',30.0,36.5,11.36,3.25,8370,20,35,1093,.422,.452,.390,.843,12.5,2.6,2.9,0.8,0.5,3.6,6.2,13098,9,1455.3333333333333
350,2013,Jeff Withey,C,39,82.75,221.8,86.0,110.5,9' 2.5'',26.5,29.0,12.49,3.47,8492,39,37,1144,.582,.580,1.000,.714,13.7,8.5,0.9,0.8,3.9,6.6,11.5,2070,5,414.0
351,2013,Cody Zeller,C-PF,4,82.75,230.0,82.75,106.0,8' 10'',35.5,37.5,10.82,3.15,7970,4,36,1062,.564,.567,.000,.757,16.5,8.0,1.3,1.0,1.3,7.3,11.1,10966,9,1218.4444444444443
352,2014,Jordan Adams,SG,22,75.5,208.8,82.0,102.0,8' 6'',24.5,29.5,12.13,3.5,7518,22,36,1082,.485,.551,.356,.836,17.4,5.3,2.3,2.6,0.1,6.4,11.5,263,2,131.5
353,2014,Cameron Bairstow,PF,49,80.75,252.4,84.75,107.0,8' 11'',31.0,33.5,11.39,3.37,9127,49,34,1119,.556,.558,.333,.735,20.4,7.4,1.6,0.6,1.5,6.5,9.7,169,2,84.5
354,2014,Markel Brown,SG,44,74.5,184.4,80.75,100.0,8' 4'',36.5,43.5,12.62,3.18,8089,44,34,1201,.473,.525,.379,.768,17.2,5.3,2.9,1.0,1.0,5.7,8.9,1800,3,600.0
355,2014,Semaj Christon,PG,55,73.5,186.0,78.5,99.0,8' 3'',30.5,36.5,11.55,3.32,8361,55,34,1200,.479,.491,.388,.668,17.0,2.7,4.2,1.3,0.2,4.0,5.2,972,1,972.0
356,2014,Jordan Clarkson,PG,46,75.25,186.3,80.0,98.0,8' 2'',33.0,38.5,10.76,3.28,8217,46,35,1228,.448,.501,.281,.831,17.5,3.8,3.4,1.1,0.2,4.4,4.3,16198,8,2024.75
357,2014,Cleanthony Early,SF,34,78.0,209.4,82.75,101.5,8' 5.5'',34.0,40.0,11.15,3.18,8532,34,36,986,.484,.579,.373,.844,16.4,5.9,0.8,0.8,0.8,6.1,9.0,802,2,401.0
358,2014,Tyler Ennis,PG,18,73.0,181.5,79.25,98.0,8' 2'',29.0,36.0,11.12,3.3,7564,18,34,1215,.411,.429,.353,.765,12.9,3.4,5.5,2.1,0.2,5.5,8.7,2336,4,584.0
359,2014,Aaron Gordon,PF,4,79.5,220.1,83.75,105.0,8' 9'',32.5,39.0,10.81,3.27,7221,4,38,1187,.495,.513,.356,.422,12.4,8.0,2.0,0.9,1.0,5.4,8.4,15279,8,1909.875
360,2014,Joe Harris,SG,33,76.75,215.0,78.0,100.0,8' 4'',28.5,33.5,11.11,3.31,8671,33,37,1066,.441,.487,.400,.640,12.0,2.9,2.3,0.9,0.2,5.0,8.6,10597,8,1324.625
361,2014,Rodney Hood,SF,23,79.25,208.2,80.5,103.0,8' 7'',29.0,36.0,11.21,3.38,8350,23,35,1150,.464,.494,.420,.807,16.1,3.9,2.1,0.7,0.3,4.9,7.2,10986,8,1373.25
362,2014,Cory Jefferson,PF,60,79.75,218.4,84.5,105.0,8' 9'',33.0,37.5,12.63,3.36,9146,60,38,1103,.500,.515,.368,.640,13.7,8.2,1.0,0.4,1.3,4.9,6.3,580,2,290.0
363,2014,Nick Johnson,SG,42,73.5,198.0,79.25,96.5,8' 0.5'',33.5,41.5,10.8,3.27,8412,42,38,1257,.432,.469,.367,.781,16.3,4.1,2.8,1.1,0.7,6.7,10.7,261,1,261.0
364,2014,Zach LaVine,PG,13,76.5,180.9,80.25,100.0,8' 4'',33.5,41.5,10.42,3.19,7035,13,37,904,.441,.494,.375,.691,9.4,2.5,1.8,0.9,0.2,2.5,2.9,15222,8,1902.75
365,2014,Doug McDermott,SF,11,78.25,218.0,81.25,103.0,8' 7'',28.5,36.5,11.1,3.29,8063,11,35,1181,.526,.567,.449,.864,26.7,7.0,1.6,0.2,0.1,7.7,10.9,11000,8,1375.0
366,2014,Jordan McRae,SG,58,75.75,179.4,84.5,104.0,8' 8'',27.5,34.5,11.07,3.39,8513,58,37,1190,.436,.502,.351,.788,18.7,3.5,2.5,0.7,1.0,6.2,10.5,1694,4,423.5
367,2014,Shabazz Napier,PG,24,71.0,175.2,75.25,93.0,7' 9'',30.5,37.5,11.6,3.2,8619,24,40,1404,.429,.448,.405,.870,18.0,5.9,4.9,1.8,0.3,7.9,12.0,5986,6,997.6666666666666
368,2014,Lamar Patterson,SG,48,76.0,226.0,83.0,101.0,8' 5'',27.5,32.5,11.63,3.45,8647,48,36,1174,.441,.484,.388,.754,17.1,4.9,4.3,1.4,0.3,5.9,11.4,435,2,217.5
369,2014,Elfrid Payton,PG,10,74.5,185.4,80.0,98.5,8' 2.5'',31.5,35.5,11.06,3.23,7382,10,35,1258,.509,.541,.259,.609,19.2,6.0,5.9,2.3,0.6,5.6,6.8,13390,8,1673.75
370,2014,Dwight Powell,PF,45,81.5,234.4,84.5,105.0,8' 9'',28.5,35.0,11.28,3.2,8625,45,36,1167,.462,.485,.256,.687,14.0,6.9,3.1,1.3,0.8,3.8,5.7,9716,8,1214.5
371,2014,Julius Randle,PF,7,79.75,249.7,84.0,105.5,8' 9.5'',29.0,35.5,11.45,3.27,7659,7,40,1233,.501,.517,.167,.706,15.0,10.4,1.4,0.5,0.8,5.9,7.5,16148,8,2018.5
372,2014,Marcus Smart,PG,6,74.0,227.2,81.25,99.0,8' 3'',33.0,36.0,10.82,3.26,7396,6,31,1014,.422,.514,.299,.728,18.0,5.9,4.8,2.9,0.6,5.6,12.0,15485,8,1935.625
373,2014,Russ Smith,PG,47,71.5,160.0,75.5,95.0,7' 11'',29.5,34.0,11.57,3.27,8534,47,37,1084,.468,.517,.387,.705,18.2,3.3,4.6,2.0,0.1,6.7,11.5,128,2,64.0
374,2014,Nik Stauskas,SG,8,77.25,206.9,79.75,102.0,8' 6'',29.0,35.5,10.79,3.27,7972,8,36,1281,.470,.500,.442,.824,17.5,2.9,3.3,0.6,0.3,6.2,9.3,6704,6,1117.3333333333333
375,2014,Jarnell Stokes,PF,35,79.0,262.8,85.25,103.5,8' 7.5'',31.0,36.0,11.92,3.26,7337,35,37,1199,.531,.531,0,.696,15.1,10.6,2.0,0.7,0.9,6.8,9.5,151,3,50.333333333333336
376,2014,Noah Vonleh,PF,9,80.0,247.1,88.25,108.0,9' 0'',31.0,37.0,11.45,3.28,7199,9,30,794,.523,.530,.485,.716,11.3,9.0,0.6,0.9,1.4,3.6,6.6,5685,7,812.1428571428571
377,2014,T.J. Warren,SF,14,79.0,220.2,82.25,104.0,8' 8'',27.0,35.5,11.1,3.26,7940,14,35,1238,.525,.580,.267,.690,24.9,7.1,1.1,1.8,0.6,6.5,10.8,9553,7,1364.7142857142858
378,2014,C.J. Wilcox,SG,28,75.5,201.0,81.75,100.5,8' 4.5'',31.0,37.5,11.3,3.22,9150,28,32,1116,.453,.522,.391,.873,18.3,3.7,2.5,1.0,1.0,4.4,8.4,379,3,126.33333333333333
379,2015,Justin Anderson,SF-SG,21,77.25,230.6,83.75,101.0,8' 5'',38.0,43.0,11.13,3.22,8379,21,26,724,.466,.479,.452,.780,12.2,4.0,1.7,0.7,0.5,4.4,12.7,3275,6,545.8333333333334
380,2015,Devin Booker,SG,13,76.5,205.8,80.25,102.5,8' 6.5'',27.5,34.5,10.27,3.28,7265,13,38,816,.470,.527,.411,.828,10.0,2.0,1.1,0.4,0.1,4.5,9.4,16069,7,2295.5714285714284
381,2015,Anthony Brown,SF-SG,34,77.75,211.0,83.0,104.5,8' 8.5'',27.5,34.5,10.94,3.18,8705,34,37,1320,.431,.424,.441,.795,14.8,6.9,2.5,0.8,0.2,5.2,7.1,759,3,253.0
382,2015,Rakeem Christmas,PF-C,36,80.25,242.6,89.25,110.5,9' 2.5'',29.0,32.0,11.6,3.47,9121,36,31,1064,.552,.553,.000,.712,17.5,9.1,1.5,0.9,2.5,5.4,8.1,223,2,111.5
383,2015,Pat Connaughton,SG,41,76.0,215.0,80.0,96.0,8' 0'',37.5,44.0,10.58,3.2,8066,41,38,1351,.466,.537,.423,.781,12.5,7.4,1.5,0.7,0.9,5.4,7.6,7725,7,1103.5714285714287
384,2015,Branden Dawson,PF,56,77.5,230.2,83.0,105.0,8' 9'',28.5,34.5,12.22,3.2,8091,56,35,1055,.535,.535,0,.490,11.9,9.1,1.7,1.2,1.7,4.4,8.6,28,1,28.0
385,2015,Sam Dekker,SF,18,79.75,218.6,83.5,106.0,8' 10'',25.5,34.5,10.64,3.28,7821,18,40,1239,.525,.639,.331,.708,13.9,5.5,1.2,0.5,0.5,7.0,10.4,3096,5,619.2
386,2015,Andrew Harrison,PG,44,76.5,213.2,81.0,100.0,8' 4'',26.5,33.0,11.2,3.34,7993,44,39,994,.378,.376,.383,.792,9.3,2.2,3.6,1.0,0.2,5.1,8.4,2985,3,995.0
387,2015,Rondae Hollis-Jefferson,SF,23,77.5,210.8,86.0,104.0,8' 8'',32.0,38.0,10.41,3.12,7333,23,38,1090,.502,.537,.207,.707,11.2,6.8,1.6,1.2,0.8,5.9,9.4,6763,6,1127.1666666666667
388,2015,Richaun Holmes,PF,37,80.25,242.8,85.5,108.0,9' 0'',32.5,36.0,11.24,3.32,8345,37,31,892,.563,.588,.419,.712,14.7,8.0,0.8,0.7,2.7,5.1,8.7,7920,7,1131.4285714285713
389,2015,Dakari Johnson,C,48,83.0,264.6,86.0,112.0,9' 4'',22.5,25.0,11.76,3.62,7592,48,39,635,.506,.506,0,.625,6.4,4.6,0.7,0.4,0.9,3.6,8.2,163,1,163.0
390,2015,Tyus Jones,PG,24,72.5,184.6,77.0,97.0,8' 1'',26.5,32.5,11.84,3.32,7095,24,39,1322,.417,.440,.379,.889,11.8,3.5,5.6,1.5,0.1,6.5,9.3,8374,7,1196.2857142857142
391,2015,Jarell Martin,PF,25,80.0,238.6,81.0,106.5,8' 10.5'',28.5,35.0,11.2,3.27,7839,25,33,1159,.509,.545,.269,.690,16.9,9.2,1.8,1.2,0.7,5.1,4.7,2931,4,732.75
392,2015,Jordan Mickey,PF,33,79.0,238.0,87.25,106.0,8' 10'',33.0,37.5,11.72,3.28,7884,33,31,1081,.504,.514,.111,.646,15.4,9.9,1.3,0.9,3.6,3.9,4.8,484,3,161.33333333333334
393,2015,Cameron Payne,PG,14,72.75,182.8,79.25,97.5,8' 1.5'',29.75,35.5,10.9,3.28,7913,14,35,1127,.456,.513,.377,.787,20.2,3.7,6.0,1.9,0.5,7.3,9.9,5002,7,714.5714285714286
394,2015,Bobby Portis,PF,22,81.5,246.2,86.0,108.5,9' 0.5'',25.0,31.5,11.78,3.56,7370,22,36,1076,.536,.541,.467,.737,17.5,8.9,1.2,1.1,1.4,6.1,8.9,9836,7,1405.142857142857
395,2015,Norman Powell,SG,46,75.0,215.4,82.75,102.5,8' 6.5'',32.5,40.5,10.69,3.2,8205,46,36,1244,.456,.503,.319,.751,16.4,4.7,2.1,1.8,0.4,4.4,6.2,9430,7,1347.142857142857
396,2015,Terry Rozier,PG-SG,16,72.5,190.2,80.25,98.5,8' 2.5'',33.0,38.0,10.84,3.15,7772,16,36,1260,.411,.456,.306,.790,17.1,5.6,3.0,2.0,0.2,6.0,9.4,12440,7,1777.142857142857
397,2015,Rashad Vaughn,SG,17,75.75,198.6,79.0,101.0,8' 5'',28.0,34.0,11.4,3.21,7191,17,23,742,.439,.481,.383,.694,17.8,4.8,1.6,0.8,0.3,2.5,4.5,1669,3,556.3333333333334
398,2015,Delon Wright,PG,20,76.25,181.4,79.5,101.5,8' 5.5'',29.5,31.0,11.16,3.29,8541,20,35,1165,.509,.554,.356,.836,14.5,4.9,5.1,2.1,1.0,8.4,15.5,8593,7,1227.5714285714287
399,2016,Ben Bentil,PF,51,79.25,229.2,85.5,105.0,8' 9'',29.0,33.0,11.16,3.3,7784,51,35,1198,.462,.517,.329,.782,21.1,7.7,1.1,0.9,1.0,5.8,8.2,10,1,10.0
400,2016,Joel Bolomboy,PF,52,79.5,224.4,85.75,103.5,8' 7.5'',37.5,40.5,10.26,3.17,8088,52,33,1041,.573,.613,.364,.697,17.1,12.6,1.1,0.7,1.2,6.5,4.3,91,2,45.5
401,2016,Malcolm Brogdon,SG,36,75.75,223.0,82.5,98.0,8' 2'',30.5,35.5,10.77,3.31,9131,36,37,1263,.457,.498,.391,.897,18.2,4.1,3.1,0.9,0.2,7.0,11.3,10059,6,1676.5
402,2016,Marquese Chriss,PF,8,80.75,233.0,84.25,105.0,8' 9'',32.5,38.5,11.93,3.26,7147,8,34,848,.530,.568,.350,.682,13.7,5.4,0.8,0.9,1.6,3.1,4.9,5331,6,888.5
403,2016,Cheick Diallo,PF,33,79.5,218.6,88.5,107.5,8' 11.5'',31.0,35.0,11.24,3.26,7583,33,27,202,.569,.569,0,.556,3.0,2.5,0.0,0.3,0.9,0.8,3.7,2185,5,437.0
404,2016,Kay Felder,PG,54,68.25,177.2,74.5,88.5,7' 4.5'',35.5,44.0,11.52,3.15,7784,54,35,1286,.440,.485,.355,.848,24.4,4.3,9.3,2.0,0.2,7.6,8.3,527,2,263.5
405,2016,Michael Gbinije,SG,49,77.5,204.6,79.5,101.0,8' 5'',33.5,37.5,11.0,3.12,8945,49,37,1403,.461,.525,.391,.663,17.5,4.1,4.3,1.9,0.4,5.7,8.4,31,1,31.0
406,2016,Daniel Hamilton,SG-SF,56,78.25,197.0,81.0,103.5,8' 7.5'',26.0,29.0,11.48,3.4,7913,56,36,1147,.387,.416,.331,.860,12.5,8.9,4.7,1.1,0.4,4.7,8.0,235,2,117.5
407,2016,Demetrius Jackson,PG,45,72.0,193.8,77.5,93.0,7' 9'',37.5,43.5,10.81,3.25,8307,45,35,1259,.451,.525,.331,.813,15.8,3.5,4.7,1.2,0.3,4.4,6.1,140,3,46.666666666666664
408,2016,Brice Johnson,PF,25,81.0,208.6,84.5,106.5,8' 10.5'',33.5,38.0,11.88,3.2,8237,25,40,1121,.614,.614,0,.783,17.0,10.4,1.5,1.1,1.5,7.6,12.7,109,2,54.5
409,2016,Damian Jones,C,30,82.25,243.6,87.75,107.0,8' 11'',36.0,37.0,11.35,3.2,7875,30,33,866,.590,.595,.000,.536,13.9,6.9,1.2,0.2,1.6,3.8,6.2,3030,6,505.0
410,2016,Jake Layman,SF,47,80.0,208.6,81.25,102.0,8' 6'',33.0,39.5,11.35,3.24,8127,47,36,1112,.500,.610,.396,.832,11.6,5.3,1.1,1.1,1.0,4.4,8.2,3099,6,516.5
411,2016,Patrick McCaw,PG-SG,38,77.25,180.8,82.0,100.5,8' 4.5'',30.0,38.0,11.01,3.3,7990,38,33,1113,.465,.571,.366,.774,14.7,5.1,3.9,2.5,0.4,5.0,7.6,3382,5,676.4
412,2016,Georges Niang,PF,50,78.75,230.8,82.0,103.0,8' 7'',25.0,31.0,11.64,3.49,8592,50,35,1162,.546,.605,.392,.807,20.5,6.2,3.3,0.9,0.6,5.6,8.7,4459,6,743.1666666666666
413,2016,Chinanu Onuaku,C,37,81.0,245.2,86.75,108.5,9' 0.5'',27.5,33.5,11.65,3.5,7631,37,31,762,.620,.623,.000,.589,9.9,8.5,1.6,0.8,2.0,4.2,10.5,72,2,36.0
414,2016,Marcus Paige,PG,55,72.5,163.8,78.25,97.0,8' 1'',33.5,39.5,10.82,3.15,8676,55,34,1075,.398,.459,.356,.774,12.6,2.5,3.8,1.1,0.4,4.2,8.0,27,1,27.0
415,2016,Taurean Prince,SF,12,78.5,220.2,83.5,102.0,8' 6'',34.0,36.0,10.96,3.24,8142,12,34,1040,.432,.469,.361,.774,15.9,6.1,2.3,1.3,0.7,3.8,6.6,8941,6,1490.1666666666667
416,2016,Malachi Richardson,SG-SF,22,76.75,199.6,84.0,101.5,8' 5.5'',33.0,38.0,10.56,3.33,7335,22,37,1272,.369,.388,.353,.720,13.4,4.3,2.1,1.1,0.3,3.3,3.5,624,3,208.0
417,2016,Pascal Siakam,PF,27,80.25,226.6,87.25,107.5,8' 11.5'',30.5,36.5,11.25,3.41,8152,27,34,1176,.539,.549,.200,.678,20.3,11.6,1.7,1.0,2.2,7.8,8.2,11778,6,1963.0
418,2016,Diamond Stone,C,40,81.0,254.4,86.75,108.5,9' 0.5'',27.0,29.5,12.02,3.5,7005,40,35,807,.568,.568,0,.761,12.5,5.4,0.4,0.5,1.6,4.1,5.8,25,1,25.0
419,2016,Tyler Ulis,PG,34,68.75,149.2,74.0,88.5,7' 4.5'',32.5,38.0,10.8,3.2,7335,34,35,1288,.434,.486,.344,.856,17.3,3.0,7.0,1.5,0.1,7.1,10.3,2780,3,926.6666666666666
420,2016,Denzel Valentine,SG-SF,14,76.0,210.4,82.75,102.0,8' 6'',27.0,32.0,10.51,3.46,8741,14,31,1022,.462,.481,.444,.853,19.2,7.5,7.8,1.0,0.2,7.2,15.6,4825,5,965.0
421,2016,Isaiah Whitehead,PG-SG,42,75.25,210.0,80.75,100.0,8' 4'',27.5,35.5,11.65,3.34,7763,42,34,1098,.379,.390,.365,.760,18.2,3.6,5.1,1.2,1.4,4.2,8.9,1826,2,913.0
422,2016,Stephen Zimmerman,C,41,82.25,234.0,87.25,108.5,9' 0.5'',26.0,31.0,12.08,3.43,7579,41,26,680,.477,.492,.294,.624,10.5,8.7,0.8,0.5,2.0,2.1,1.4,110,1,110.0
423,2017,Jarrett Allen,C,22,81.0,233.6,89.25,109.5,9' 1.5'',31.5,35.5,11.82,3.21,7076,22,33,1061,.566,.579,.000,.564,13.4,8.4,0.8,0.6,1.5,3.3,5.2,9060,5,1812.0
424,2017,Kadeem Allen,PG,53,73.0,192.4,81.25,99.5,8' 3.5'',33.0,35.5,11.24,3.15,8805,53,34,1020,.453,.466,.427,.741,9.8,4.0,3.0,1.6,0.6,3.8,7.4,639,3,213.0
425,2017,Ike Anigbogu,C,47,80.5,252.2,90.25,110.5,9' 2.5'',29.5,32.5,12.52,3.44,7251,47,29,377,.564,.564,0,.535,4.7,4.0,0.2,0.2,1.2,1.3,0.9,36,2,18.0
426,2017,Dwayne Bacon,SG-SF,40,76.75,221.6,82.0,103.5,8' 7.5'',30.0,36.5,11.7,3.22,8300,40,35,1008,.452,.516,.333,.754,17.2,4.2,1.7,1.0,0.1,3.8,5.5,4017,4,1004.25
427,2017,Jordan Bell,PF,38,79.0,223.6,83.75,104.5,8' 8.5'',31.5,38.0,10.63,3.21,8067,38,39,1124,.636,.659,.214,.701,10.9,8.8,1.8,1.3,2.3,6.2,10.8,1943,5,388.6
428,2017,Jordan Bell,PF,38,79.0,223.6,83.75,104.5,8' 8.5'',31.5,38.0,10.63,3.21,8067,38,26,302,.442,.524,.281,.650,4.1,3.2,0.6,0.3,0.4,0.7,-3.2,1943,5,388.6
429,2017,Jaron Blossomgame,SF,59,77.75,218.6,82.0,104.5,8' 8.5'',31.0,35.5,11.47,3.17,9046,59,33,1133,.499,.565,.255,.714,17.7,6.3,1.5,0.8,0.9,4.3,6.2,441,1,441.0
430,2017,Tony Bradley,C,28,81.25,248.8,89.0,112.5,9' 4.5'',24.5,27.5,11.79,3.44,6973,28,38,553,.573,.573,0,.619,7.1,5.1,0.6,0.3,0.6,3.1,7.9,1958,5,391.6
431,2017,Dillon Brooks,SG-SF,45,77.0,220.2,78.0,100.5,8' 4.5'',31.0,37.5,11.14,3.21,7717,45,35,886,.488,.532,.401,.754,16.1,3.2,2.7,1.1,0.5,4.7,9.1,7677,5,1535.4
432,2017,Thomas Bryant,PF-C,42,81.5,247.8,90.0,112.5,9' 4.5'',25.5,33.0,11.42,3.37,7541,42,34,954,.519,.556,.383,.730,12.6,6.6,1.5,0.8,1.5,3.8,6.2,3427,5,685.4
433,2017,John Collins,PF,19,80.25,225.2,83.25,106.5,8' 10.5'',33.0,37.5,11.66,3.27,7593,19,33,878,.622,.624,.000,.745,19.2,9.8,0.5,0.6,1.6,5.6,9.9,8486,5,1697.2
434,2017,Tyler Dorsey,SG,41,75.0,182.6,77.25,99.5,8' 3.5'',30.5,36.0,10.55,3.16,7743,41,39,1169,.467,.513,.423,.755,14.6,3.5,1.7,0.8,0.1,5.2,6.8,1677,2,838.5
435,2017,Damyean Dotson,SG-SF,44,76.5,205.2,81.0,100.0,8' 4'',31.5,38.0,11.18,3.13,8551,44,32,1098,.470,.505,.443,.830,17.4,6.9,1.1,0.9,0.2,5.9,9.4,4242,5,848.4
436,2017,Jawun Evans,PG,39,70.75,185.2,77.5,95.0,7' 11'',27.5,33.5,11.34,3.21,7901,39,32,936,.438,.452,.379,.812,19.2,3.4,6.4,1.8,0.1,4.8,9.2,842,2,421.0
437,2017,Josh Hart,SG-SF,30,75.75,209.2,80.25,101.0,8' 5'',27.5,35.5,11.15,3.18,8126,30,36,1193,.510,.579,.404,.747,18.7,6.4,2.9,1.6,0.3,7.7,12.0,8073,5,1614.6
438,2017,Frank Jackson,PG,31,74.0,201.6,79.5,98.0,8' 2'',34.5,42.0,10.94,3.14,7089,31,36,895,.473,.539,.395,.755,10.9,2.5,1.7,0.6,0.1,3.3,5.1,3868,4,967.0
439,2017,Kyle Kuzma,SF-SG,27,80.0,222.6,84.25,107.5,8' 11.5'',27.0,34.0,10.72,3.25,8264,27,29,894,.504,.560,.321,.669,16.4,9.3,2.4,0.6,0.5,4.5,6.3,10397,5,2079.4
440,2017,Tyler Lydon,PF,24,80.25,215.0,84.0,107.5,8' 11.5'',29.5,33.5,11.68,3.46,7794,24,34,1227,.473,.523,.395,.836,13.2,8.6,2.1,1.0,1.4,4.8,7.0,97,2,48.5
441,2017,Donovan Mitchell,SG,13,73.25,211.4,82.0,97.0,8' 1'',36.5,40.5,11.53,3.01,7942,13,34,1098,.408,.463,.354,.806,15.6,4.9,2.7,2.1,0.5,5.4,11.1,11636,5,2327.2
442,2017,Monte Morris,PG,51,73.25,175.2,76.0,96.5,8' 0.5'',28.0,33.5,11.0,3.19,8237,51,35,1237,.465,.503,.378,.802,16.4,4.8,6.2,1.5,0.3,6.5,10.5,7067,5,1413.4
443,2017,Semi Ojeleye,SF-SG,37,77.25,241.4,81.75,102.0,8' 6'',35.0,40.5,10.58,3.16,8760,37,35,1195,.487,.529,.424,.785,19.0,6.9,1.5,0.4,0.4,7.7,9.3,4115,5,823.0
444,2017,Justin Patton,C,16,82.0,229.0,87.0,111.5,9' 3.5'',26.0,30.5,11.8,3.46,7494,16,35,885,.676,.683,.533,.517,12.9,6.2,1.2,0.9,1.4,4.3,8.4,295,4,73.75
445,2017,Ivan Rabb,PF,35,80.75,219.6,85.5,109.0,9' 1'',28.5,32.5,12.68,3.35,7364,35,31,1012,.484,.490,.400,.663,14.0,10.5,1.5,0.7,1.0,4.6,6.4,1241,2,620.5
446,2017,Davon Reed,SG-SF,32,76.5,206.2,84.0,102.0,8' 6'',28.5,36.0,11.37,3.34,8221,32,33,1165,.433,.474,.397,.833,14.9,4.8,2.4,1.3,0.5,4.8,8.2,956,3,318.6666666666667
447,2017,Sindarius Thornwell,SG-SF,48,75.5,211.6,82.0,103.0,8' 7'',27.0,30.5,11.48,3.36,8740,48,31,1051,.444,.471,.392,.830,21.4,7.1,2.8,2.1,1.0,7.2,17.1,1727,4,431.75
448,2017,Derrick White,PG,29,75.25,189.8,79.5,101.5,8' 5.5'',31.0,36.5,10.84,3.08,8607,29,34,1116,.507,.569,.396,.813,18.1,4.1,4.4,1.2,1.4,5.9,12.4,6815,5,1363.0
449,2017,Nigel Williams-Goss,PG,55,73.5,190.2,79.25,99.0,8' 3'',27.5,34.5,10.42,3.19,8681,55,38,1248,.486,.527,.368,.867,16.8,6.0,4.7,1.7,0.1,8.1,10.8,50,1,50.0
450,2018,Grayson Allen,SG,21,75.0,198.0,79.25,97.0,8' 1'',32.5,40.5,10.31,3.15,8703,21,37,1319,.418,.503,.370,.850,15.5,3.3,4.6,1.7,0.1,5.9,8.4,4197,4,1049.25
451,2018,Kostas Antetokounmpo,PF,60,81.0,194.8,86.25,110.0,9' 2'',29.5,35.0,12.48,3.21,8015,60,29,438,.574,.651,.133,.516,5.2,2.9,0.4,0.2,1.1,0.7,-2.1,86,3,28.666666666666668
452,2018,Keita Bates-Diop,SG-SF,48,79.25,223.8,87.25,106.5,8' 10.5'',30.5,35.0,11.2,3.17,8083,48,34,1125,.480,.547,.359,.794,19.8,8.7,1.6,0.9,1.6,6.1,11.1,2449,4,612.25
453,2018,Bruce Brown,SG-PG,42,75.5,194.6,81.0,98.5,8' 2.5'',32.5,38.0,11.11,3.2,8285,42,19,640,.415,.484,.267,.629,11.4,7.1,4.0,1.3,0.8,1.9,5.1,6318,4,1579.5
454,2018,Jalen Brunson,PG,33,73.0,198.4,76.0,96.0,8' 0'',29.0,37.0,10.59,3.15,8301,33,40,1272,.521,.599,.408,.802,18.9,3.1,4.6,0.9,0.0,7.7,10.2,6836,4,1709.0
455,2018,Jevon Carter,PG,32,72.25,196.2,76.25,95.0,7' 11'',29.0,36.5,11.04,3.18,8679,32,37,1313,.422,.441,.393,.858,17.3,4.6,6.6,3.0,0.4,7.0,12.0,3139,4,784.75
456,2018,Donte DiVincenzo,SG,17,75.5,200.6,78.0,97.5,8' 1.5'',34.5,42.0,10.72,3.11,7726,17,40,1170,.481,.575,.401,.710,13.4,4.8,3.5,1.1,0.2,5.5,9.0,4756,4,1189.0
457,2018,Hamidou Diallo,SG,45,76.25,197.0,83.5,103.0,8' 7'',32.5,40.5,10.53,3.1,7541,45,37,918,.428,.458,.338,.616,10.0,3.6,1.2,0.8,0.4,2.4,2.9,3916,4,979.0
458,2018,Jacob Evans,SG-SF,28,76.25,199.6,81.25,102.5,8' 6.5'',28.0,35.5,11.11,3.2,7863,28,36,1107,.427,.470,.370,.754,13.0,4.7,3.1,1.3,1.0,5.9,9.9,619,2,309.5
459,2018,Devon Hall,SG,53,76.25,206.4,79.75,102.0,8' 6'',25.0,31.0,10.95,3.27,8612,53,34,1091,.454,.472,.432,.894,11.7,4.2,3.1,0.9,0.1,5.9,10.1,82,1,82.0
460,2018,Kevin Hervey,PF,57,78.5,211.6,87.5,107.0,8' 11'',27.5,32.0,11.28,3.36,8249,57,33,1064,.446,.522,.339,.807,20.5,8.5,2.2,1.2,0.6,4.6,5.5,51,1,51.0
461,2018,Aaron Holiday,PG,23,71.75,187.0,79.5,97.0,8' 1'',25.5,33.0,10.96,3.27,8330,23,33,1244,.461,.486,.429,.828,20.3,3.7,5.8,1.3,0.2,4.9,5.9,4456,4,1114.0
462,2018,Kevin Huerter,SG,19,78.25,194.0,79.5,101.5,8' 5.5'',31.0,38.0,10.89,3.09,7567,19,32,1101,.503,.605,.417,.758,14.8,5.0,3.4,0.6,0.7,4.5,7.8,8124,4,2031.0
463,2018,Alize Johnson,PF,50,79.25,216.6,80.75,103.0,8' 7'',25.0,31.0,11.83,3.38,8172,50,33,1028,.430,.516,.281,.759,15.0,11.6,2.8,0.5,0.4,4.7,5.9,533,4,133.25
464,2018,George King,SF-SG,59,76.75,218.6,83.5,101.5,8' 5.5'',31.0,39.0,10.75,3.29,8805,59,32,913,.445,.494,.395,.782,12.9,7.8,1.1,0.5,0.7,3.0,4.7,5628,6,938.0
